8,4,9,5,7,2,10,3,6,1,game_id,home_away
camem001,boonb002,suzui001,belld002,javis001,lampt001,marte001,olerj001,guilc001,halaj001,KCA200105250,away
beltc001,delgw001,dye-j001,randj002,browd002,hinca001,quinm001,sweem002,sancr001,meadb001,KCA200105260,home
camem001,boonb002,suzui001,belld002,marta001,wilsd001,marte001,olerj001,guilc001,selea001,KCA200105260,away
beltc001,alicl001,dye-j001,randj002,quinm001,ortih001,sweem002,mccad001,sancr001,suppj001,KCA200105270,home
camem001,boonb002,javis001,belld002,marta001,lampt001,marte001,olerj001,mclem001,moyej001,KCA200105270,away
beltc001,alicl001,dye-j001,randj002,browd002,hinca001,sweem002,mccad001,delgw001,durbc001,KCA200105280,home
camem001,boonb002,suzui001,mclem001,marta001,wilsd001,marte001,olerj001,guilc001,abbop001,KCA200105280,away
beltc001,alicl001,dye-j001,randj002,chave002,ortih001,browd002,sweem002,sancr001,reicd001,KCA200106050,home
singc001,durhr001,ordom001,perrh001,liefj001,aloms001,lee-c001,konep001,valej003,wellk001,KCA200106050,away
chave002,alicl001,dye-j001,randj002,browd002,hinca001,beltc001,sweem002,sancr001,suppj001,KCA200106060,home
singc001,durhr001,ordom001,perrh001,liefj001,paulj001,lee-c001,konep001,valej003,baldj002,KCA200106060,away
beltc001,alicl001,dye-j001,randj002,quinm001,hinca001,sweem002,mccad001,sancr001,durbc001,KCA200106070,home
valej003,durhr001,ordom001,graft001,liefj001,paulj001,lee-c001,konep001,clayr001,buehm001,KCA200106070,away
beltc001,feblc001,dye-j001,randj002,quinm001,ortih001,sweem002,mccad001,sancr001,byrdp001,KCA200106080,home
finls001,bellj001,sandr002,counc001,gonzl001,milld002,durae001,gracm001,womat001,johnr005,KCA200106080,away
beltc001,alicl001,dye-j001,randj002,chave002,hinca001,sweem002,mccad001,sancr001,steib002,KCA200106090,home
finls001,spivj001,delld001,bellj001,gonzl001,milld002,durae001,gracm001,womat001,reyna001,KCA200106090,away
beltc001,feblc001,dye-j001,randj002,chave002,hinca001,sweem002,mccad001,sancr001,reicd001,KCA200106100,home
finls001,spivj001,bautd001,bellj001,gonzl001,moelc001,durae001,gracm001,counc001,ellir001,KCA200106100,away
beltc001,feblc001,dye-j001,randj002,chave002,hinca001,alicl001,sweem002,sancr001,durbc001,KCA200106120,home
edmoj001,vinaf001,drewj001,pujoa001,lankr001,mathm001,polap001,mcgwm001,rente001,kiled001,KCA200106120,away
beltc001,feblc001,dye-j001,randj002,chave002,hinca001,browd002,sweem002,sancr001,wilsk001,KCA200106130,home
robik002,vinaf001,drewj001,pujoa001,paquc001,marre001,rente001,mcgwm001,polap001,morrm001,KCA200106130,away
beltc001,feblc001,dye-j001,randj002,mccad001,hinca001,browd002,sweem002,sancr001,suppj001,KCA200106140,home
robik002,vinaf001,drewj001,polap001,lankr001,mathm001,pujoa001,mcgwm001,rente001,mattm001,KCA200106140,away
beltc001,feblc001,dye-j001,alicl001,mccad001,ortih001,randj002,sweem002,sancr001,byrdp001,KCA200106220,home
loftk001,alomr001,gonzj002,frymt001,branr001,diaze002,burke001,thomj002,vizqo001,sabac001,KCA200106220,away
beltc001,feblc001,dye-j001,alicl001,ibanr001,hinca001,randj002,sweem002,sancr001,durbc001,KCA200106230,home
loftk001,alomr001,gonzj002,frymt001,branr001,diaze002,burke001,thomj002,vizqo001,burbd001,KCA200106230,away
beltc001,sadld001,dye-j001,alicl001,ibanr001,hinca001,randj002,sweem002,sancr001,suppj001,KCA200106240,home
loftk001,alomr001,gonzj002,frymt001,cordm001,laket001,burke001,thomj002,vizqo001,colob001,KCA200106240,away
beltc001,sadld001,dye-j001,randj002,chave002,maynb001,ibanr001,sweem002,sancr001,reicd001,KCA200106260,home
ceder001,easld001,encaj001,pattj003,higgb001,fickr001,palmd002,clart002,halts001,blaiw001,KCA200106260,away
beltc001,sadld001,dye-j001,randj002,chave002,maynb001,ibanr001,sweem002,sancr001,byrdp001,KCA200106270,home
magew001,easld001,encaj001,macij001,higgb001,fickr001,palmd002,clart002,halts001,limaj001,KCA200106270,away
beltc001,feblc001,dye-j001,alicl001,ibanr001,hinca001,randj002,sweem002,sadld001,durbc001,KCA200106280,home
magew001,macij001,encaj001,pattj003,higgb001,cardj001,simor001,jackr004,halts001,weavj002,KCA200106280,away
beltc001,alicl001,dye-j001,randj002,quinm001,maynb001,ibanr001,sweem002,sancr001,reicd001,KCA200107060,home
hidar001,biggc001,aloum001,castv001,berkl001,ausmb001,wardd002,bagwj001,lugoj001,millw001,KCA200107060,away
beltc001,alicl001,dye-j001,randj002,quinm001,maynb001,ibanr001,sweem002,sancr001,byrdp001,KCA200107070,home
hidar001,biggc001,wardd002,castv001,berkl001,euset001,aloum001,bagwj001,vizcj001,reddt001,KCA200107070,away
beltc001,sadld001,dye-j001,randj002,ibanr001,maynb001,quinm001,sweem002,ordal001,durbc001,KCA200107080,home
hidar001,lopem001,aloum001,castv001,berkl001,servs002,biggc001,bagwj001,lugoj001,elars001,KCA200107080,away
beltc001,sadld001,dye-j001,randj002,quinm001,ortih001,sweem002,mccad001,sancr001,durbc001,KCA200107180,home
podss001,boonb002,suzui001,belld002,mclem001,wilsd001,marta001,olerj001,guilc001,moyej001,KCA200107180,away
beltc001,alicl001,dye-j001,randj002,quinm001,maynb001,ibanr001,sweem002,sancr001,wilsk001,KCA200107190,home
camem001,boonb002,suzui001,belld002,mclem001,wilsd001,marta001,olerj001,guilc001,garcf002,KCA200107190,away
beltc001,alicl001,dye-j001,randj002,quinm001,maynb001,ibanr001,sweem002,sancr001,byrdp001,KCA200107200,home
damoj001,menef001,longt002,chave001,mcmib001,myerg001,giamj002,giamj001,tejam001,lidlc001,KCA200107200,away
beltc001,alicl001,ibanr001,randj002,quinm001,maynb001,dye-j001,sweem002,sancr001,reicd001,KCA200107210,home
damoj001,menef001,longt002,chave001,mcmib001,myerg001,giamj002,giamj001,tejam001,hereg001,KCA200107210,away
sadld001,ordal001,dye-j001,randj002,quinm001,ortih001,beltc001,sweem002,sancr001,suppj001,KCA200107220,home
damoj001,menef001,longt002,chave001,mcmib001,myerg001,giamj002,giamj001,tejam001,muldm001,KCA200107220,away
dye-j001,alicl001,ibanr001,randj002,quinm001,maynb001,zaung001,sweem002,sancr001,durbc001,KCA200107230,home
damoj001,menef001,longt002,chave001,gantr001,hernr002,giamj002,giamj001,tejam001,hudst001,KCA200107230,away
beltc001,feblc001,quinm001,randj002,browd002,maynb001,ibanr001,sweem002,peren001,georc002,KCA200108060,home
moram002,hairj002,conij001,ripkc001,kinkm001,fordb001,batit001,segud001,robeb003,johnj007,KCA200108060,away
beltc001,feblc001,quinm001,randj002,browd002,maynb001,ibanr001,sweem002,peren001,suppj001,KCA200108070,home
bigbl001,hairj002,richc001,batit001,andeb001,lunaf001,segud001,conij001,moram002,maduc001,KCA200108070,away
beltc001,sadld001,quinm001,randj002,ibanr001,zaung001,browd002,sweem002,peren001,durbc001,KCA200108080,home
richc001,hairj002,andeb001,ripkc001,conij001,lunaf001,batit001,segud001,moram002,mercj001,KCA200108080,away
beltc001,feblc001,ibanr001,sadld001,browd002,zaung001,quinm001,sweem002,peren001,wilsk001,KCA200108090,home
richc001,hairj002,andeb001,ripkc001,conij001,lunaf001,batit001,segud001,moram002,ponss001,KCA200108090,away
beltc001,feblc001,quinm001,sadld001,browd002,maynb001,ibanr001,sweem002,peren001,byrdp001,KCA200108100,home
ceder001,easld001,macij001,cruzd001,higgb001,fickr001,clart002,simor001,halts001,weavj002,KCA200108100,away
beltc001,feblc001,quinm001,randj002,browd002,maynb001,ibanr001,mccad001,peren001,georc002,KCA200108110,home
macij001,easld001,encaj001,cruzd001,higgb001,cardj001,ceder001,clart002,halts001,limaj001,KCA200108110,away
beltc001,feblc001,quinm001,randj002,browd002,zaung001,alicl001,mccad001,peren001,suppj001,KCA200108120,home
ceder001,easld001,encaj001,cruzd001,higgb001,fickr001,clart002,simor001,halts001,petta002,KCA200108120,away
beltc001,feblc001,ibanr001,randj002,browd002,maynb001,alicl001,mccad001,peren001,steib002,KCA200108200,home
rowaa001,graft001,ordom001,valej003,lee-c001,johnm003,liefj001,konep001,clayr001,lowes001,KCA200108200,away
beltc001,feblc001,quinm001,randj002,ibanr001,maynb001,alicl001,mccad001,peren001,byrdp001,KCA200108210,home
singc001,durhr001,ordom001,valej003,lee-c001,johnm003,cansj001,liefj001,clayr001,garlj001,KCA200108210,away
beltc001,feblc001,quinm001,randj002,browd002,zaung001,alicl001,ibanr001,peren001,georc002,KCA200108220,home
rowaa001,durhr001,ordom001,perrh001,lee-c001,paulj001,cansj001,konep001,clayr001,wrigd001,KCA200108220,away
beltc001,feblc001,quinm001,randj002,browd002,zaung001,ibanr001,mccad001,peren001,suppj001,KCA200108230,home
singc001,durhr001,liefj001,graft001,lee-c001,johnm003,ordom001,konep001,valej003,glovg001,KCA200108230,away
beltc001,feblc001,sadld001,randj002,browd002,zaung001,quinm001,mccad001,peren001,durbc001,KCA200108240,home
huntt001,rival001,buchb002,koskc001,jonej003,print001,ortid001,miend001,guzmc001,milte001,KCA200108240,away
beltc001,feblc001,quinm001,sadld001,browd002,zaung001,ibanr001,mccad001,peren001,wilsk001,KCA200108250,home
huntt001,rival001,buchb002,koskc001,jonej003,piera001,miend001,ortid001,guzmc001,maysj001,KCA200108250,away
beltc001,feblc001,quinm001,sadld001,ibanr001,maynb001,browd002,mccad001,peren001,steib002,KCA200108260,home
huntt001,rival001,buchb002,koskc001,jonej003,piera001,miend001,ortid001,guzmc001,radkb001,KCA200108260,away
beltc001,feblc001,quinm001,sadld001,browd002,maynb001,ibanr001,sweem002,peren001,georc002,KCA200108280,home
erstd001,gil-b001,salmt001,glaut001,andeg001,molib001,woots001,spies001,ecksd001,ortir002,KCA200108280,away
beltc001,feblc001,quinm001,sadld001,browd002,maynb001,randj002,sweem002,peren001,suppj001,KCA200108290,home
erstd001,kenna001,salmt001,glaut001,palmo001,molib001,woots001,spies001,ecksd001,rappp001,KCA200108290,away
beltc001,feblc001,quinm001,sadld001,browd002,zaung001,randj002,sweem002,peren001,durbc001,KCA200108300,home
erstd001,kenna001,salmt001,glaut001,andeg001,molib001,ecksd001,spies001,gil-b001,washj001,KCA200108300,away
beltc001,feblc001,quinm001,sadld001,browd002,maynb001,randj002,sweem002,peren001,byrdp001,KCA200108310,home
kaplg001,younm003,leder001,lambm001,cataf001,haseb001,sierr001,palmr001,rodra001,hellr001,KCA200108310,away
beltc001,feblc001,sadld001,alicl001,browd002,zaung001,randj002,sweem002,peren001,wilsk001,KCA200109010,home
kaplg001,younm003,leder001,lambm001,cataf001,haseb001,sierr001,palmr001,rodra001,david002,KCA200109010,away
beltc001,feblc001,sadld001,alicl001,mccad001,zaung001,randj002,sweem002,peren001,georc002,KCA200109020,home
kaplg001,younm003,curtc001,shels001,cataf001,jensm001,sierr001,palmr001,rodra001,olivd001,KCA200109020,away
beltc001,feblc001,quinm001,randj002,bergb001,maynb001,ibanr001,sweem002,peren001,suppj001,KCA200109240,home
macij001,easld001,wakec001,halts001,higgb001,cardj001,simor001,munse001,cruzd001,spars001,KCA200109240,away
beltc001,feblc001,quinm001,randj002,browd002,maynb001,ibanr001,sweem002,berra001,georc002,KCA200109250,home
macij001,easld001,magew001,halts001,higgb001,ingeb001,simor001,munse001,cruzd001,limaj001,KCA200109250,away
beltc001,feblc001,quinm001,randj002,bergb001,zaung001,sweem002,harvk001,berra001,steib002,KCA200109260,home
macij001,easld001,wakec001,halts001,higgb001,ingeb001,simor001,munse001,cruzd001,murrh001,KCA200109260,away
beltc001,feblc001,quinm001,randj002,browd002,zaung001,ibanr001,sweem002,berra001,macdm001,KCA200109270,home
macij001,easld001,fickr001,halts001,higgb001,rivem003,simor001,munse001,cruzd001,cornn001,KCA200109270,away
beltc001,feblc001,quinm001,randj002,browd002,maynb001,ibanr001,sweem002,berra001,durbc001,KCA200109280,home
singc001,durhr001,ordom001,valej003,lee-c001,paulj001,cansj001,konep001,clayr001,garlj001,KCA200109280,away
beltc001,feblc001,quinm001,randj002,bergb001,zaung001,sweem002,harvk001,berra001,suppj001,KCA200109290,home
singc001,durhr001,ordom001,valej003,lee-c001,johnm003,liefj001,konep001,clayr001,buehm001,KCA200109290,away
beltc001,alicl001,ibanr001,randj002,browd002,maynb001,quinm001,sweem002,berra001,georc002,KCA200109300,home
rowaa001,graft001,ordom001,credj001,lee-c001,paulj001,cansj001,perrh001,clayr001,glovg001,KCA200109300,away
beltc001,feblc001,quinm001,randj002,browd002,zaung001,ibanr001,sweem002,berra001,steib002,KCA200110020,home
bradm001,alomr001,gonzj002,branr001,cordm001,taube001,thomj002,cordw001,mcdoj003,dresr001,KCA200110020,away
beltc001,feblc001,quinm001,randj002,browd002,zaung001,sweem002,mccad001,berra001,macdm001,KCA200110030,home
loftk001,alomr001,gonzj002,frymt001,cordm001,diaze002,burke001,thomj002,vizqo001,sabac001,KCA200110030,away
hockd001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,radkb001,MIN200104090,home
encaj001,easld001,mcmib001,halts001,higgb001,cardj001,palmd002,fickr001,cruzd001,spars001,MIN200104090,away
kielb001,rival001,buchb002,koskc001,jonej003,print001,lawtm002,ortid001,guzmc001,milte001,MIN200104100,home
encaj001,easld001,ceder001,halts001,higgb001,ingeb001,palmd002,clart002,cruzd001,perim001,MIN200104100,away
kielb001,rival001,lawtm002,koskc001,jonej003,print001,ortid001,miend001,guzmc001,maysj001,MIN200104110,home
ceder001,easld001,mcmib001,macij001,higgb001,ingeb001,palmd002,clart002,cruzd001,mlicd001,MIN200104110,away
kielb001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,redmm002,MIN200104130,home
ramij001,durhr001,ordom001,perrh001,lee-c001,aloms001,thomf001,konep001,clayr001,buehm001,MIN200104130,away
kielb001,rival001,lawtm002,koskc001,hockd001,piera001,ortid001,miend001,guzmc001,radkb001,MIN200104140,home
singc001,durhr001,ordom001,valej003,lee-c001,aloms001,thomf001,konep001,clayr001,welld001,MIN200104140,away
kielb001,rival001,jonej003,koskc001,allec001,print001,ortid001,miend001,guzmc001,milte001,MIN200104150,home
singc001,durhr001,ordom001,graft001,lee-c001,paulj001,thomf001,konep001,valej003,parqj001,MIN200104150,away
kielb001,rival001,lawtm002,koskc001,jonej003,print001,ortid001,miend001,guzmc001,maysj001,MIN200104160,home
beltc001,feblc001,ibanr001,randj002,quinm001,ortih001,dye-j001,sweem002,sancr001,reicd001,MIN200104160,away
kielb001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,romej001,MIN200104170,home
beltc001,feblc001,dye-j001,randj002,quinm001,ortih001,sweem002,mccad001,sancr001,meadb001,MIN200104170,away
kielb001,maxwj001,allec001,koskc001,jonej003,piera001,lawtm002,miend001,hockd001,redmm002,MIN200104180,home
beltc001,alicl001,dye-j001,randj002,quinm001,ortih001,sweem002,mccad001,sancr001,suppj001,MIN200104180,away
huntt001,rival001,lawtm002,koskc001,jonej003,print001,ortid001,miend001,hockd001,maysj001,MIN200104270,home
richc001,hairj002,andeb001,ripkc001,deshd001,kinkm001,gibbj002,conij001,bordm001,mercj001,MIN200104270,away
huntt001,rival001,buchb002,koskc001,allec001,print001,ortid001,miend001,guzmc001,redmm002,MIN200104280,home
moram002,hairj002,andeb001,ripkc001,deshd001,fordb001,kinkm001,conij001,bordm001,mcelc001,MIN200104280,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,romej001,MIN200104290,home
moram002,hairj002,andeb001,kinkm001,deshd001,fordb001,ripkc001,richc001,bordm001,hentp001,MIN200104290,away
huntt001,rival001,lawtm002,koskc001,jonej003,print001,ortid001,miend001,guzmc001,radkb001,MIN200104300,home
willb002,soria001,oneip001,bross001,knobc001,posaj001,justd001,martt002,jeted001,petta001,MIN200104300,away
huntt001,rival001,lawtm002,maxwj001,buchb002,print001,ortid001,miend001,guzmc001,milte001,MIN200105010,home
willb002,soria001,colem001,bross001,knobc001,posaj001,justd001,martt002,jeted001,mussm001,MIN200105010,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,maysj001,MIN200105020,home
willb002,soria001,oneip001,bross001,knobc001,posaj001,justd001,martt002,jeted001,herno001,MIN200105020,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,guzmc001,romej001,MIN200105110,home
beltc001,ordal001,dye-j001,randj002,quinm001,ortih001,sweem002,mccad001,sancr001,suppj001,MIN200105110,away
huntt001,rival001,lawtm002,koskc001,jonej003,print001,allec001,miend001,guzmc001,radkb001,MIN200105120,home
beltc001,alicl001,dye-j001,randj002,browd002,hinca001,quinm001,sweem002,sancr001,durbc001,MIN200105120,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,hockd001,milte001,MIN200105130,home
beltc001,alicl001,dye-j001,randj002,quinm001,hinca001,sweem002,mccad001,sancr001,suzum001,MIN200105130,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,guzmc001,maysj001,MIN200105140,home
beltc001,alicl001,dye-j001,delgw001,browd002,ortih001,quinm001,sweem002,sancr001,reicd001,MIN200105140,away
huntt001,rival001,lawtm002,koskc001,jonej003,print001,allec001,miend001,guzmc001,redmm002,MIN200105150,home
everc001,lansm001,nixot001,hills002,bichd001,varij001,ramim002,offej001,merll001,castf001,MIN200105150,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,guzmc001,romej001,MIN200105160,home
everc001,merll001,bichd001,hills002,lewid001,varij001,ramim002,offej001,valej002,waket001,MIN200105160,away
huntt001,hockd001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,guzmc001,radkb001,MIN200105170,home
everc001,lansm001,nixot001,hills002,oleat001,hatts001,ramim002,daubb001,merll001,coned001,MIN200105170,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,hockd001,miend001,guzmc001,radkb001,MIN200105220,home
camem001,boonb002,suzui001,mclem001,javis001,wilsd001,marte001,olerj001,guilc001,abbop001,MIN200105220,away
huntt001,rival001,lawtm002,koskc001,jonej003,print001,hockd001,miend001,guzmc001,milte001,MIN200105230,home
camem001,boonb002,suzui001,belld002,javis001,wilsd001,marte001,sprae001,guilc001,garcf002,MIN200105230,away
huntt001,rival001,lawtm002,koskc001,hockd001,print001,buchb002,miend001,guzmc001,maysj001,MIN200105250,home
longt002,menef001,piata001,chave001,damoj001,hernr002,giamj001,jennr001,tejam001,muldm001,MIN200105250,away
huntt001,rival001,buchb002,koskc001,allec001,piera001,lawtm002,hockd001,maxwj001,romej001,MIN200105261,home
longt002,menef001,piata001,chave001,damoj001,hernr002,saeno001,giamj001,tejam001,hudst001,MIN200105261,away
huntt001,hockd001,lawtm002,koskc001,jonej003,print001,allec001,miend001,guzmc001,thomb001,MIN200105262,home
longt002,menef001,piata001,chave001,byrne001,wilst003,saeno001,giamj001,tejam001,hereg001,MIN200105262,away
huntt001,rival001,lawtm002,koskc001,buchb002,piera001,allec001,miend001,guzmc001,radkb001,MIN200105270,home
longt002,bellm002,jennr001,chave001,damoj001,hernr002,giamj001,saeno001,tejam001,zitob001,MIN200105270,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,buchb002,miend001,guzmc001,maysj001,MIN200106040,home
loftk001,alomr001,gonzj002,frymt001,cordm001,taube001,burke001,thomj002,vizqo001,burbd001,MIN200106040,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,romej001,MIN200106050,home
cabrj002,alomr001,gonzj002,frymt001,cordw001,diaze002,burke001,thomj002,vizqo001,wrigj002,MIN200106050,away
huntt001,rival001,lawtm002,maxwj001,mccrq001,print001,buchb002,miend001,guzmc001,thomb001,MIN200106060,home
loftk001,alomr001,gonzj002,frymt001,cordm001,diaze002,burke001,cordw001,vizqo001,sabac001,MIN200106060,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,radkb001,MIN200106070,home
loftk001,alomr001,cordm001,frymt001,branr001,diaze002,burke001,thomj002,vizqo001,colob001,MIN200106070,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,milte001,MIN200106080,home
browe001,mearp001,hyzda001,ramia001,gileb002,kendj001,wilsc003,younk001,wilse001,olivo001,MIN200106080,away
huntt001,rival001,lawtm002,blakc001,mccrq001,print001,buchb002,hockd001,guzmc001,maysj001,MIN200106090,home
gileb002,mackr001,barka001,ramia001,kendj001,osikk001,vandj001,younk001,nunea001,andej002,MIN200106090,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,romej001,MIN200106100,home
gileb002,mearp001,hyzda001,ramia001,kendj001,osikk001,wilsc003,younk001,nunea001,schmj001,MIN200106100,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,radkb001,MIN200106120,home
hidar001,biggc001,aloum001,castv001,berkl001,ausmb001,wardd002,bagwj001,vizcj001,elars001,MIN200106120,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,milte001,MIN200106130,home
hidar001,biggc001,aloum001,castv001,lugoj001,euset001,hayec001,bagwj001,vizcj001,reyns001,MIN200106130,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,maysj001,MIN200106140,home
berkl001,biggc001,aloum001,castv001,merco002,ausmb001,wardd002,bagwj001,vizcj001,oswar001,MIN200106140,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,buchb002,miend001,guzmc001,santj003,MIN200106260,home
valej003,durhr001,ordom001,perrh001,lee-c001,paulj001,cansj001,konep001,clayr001,biddr001,MIN200106260,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,buchb002,hockd001,guzmc001,lohsk001,MIN200106270,home
singc001,durhr001,ordom001,perrh001,lee-c001,aloms001,cansj001,konep001,valej003,wellk001,MIN200106270,away
huntt001,rival001,buchb002,blakc001,mccrq001,print001,lawtm002,hockd001,guzmc001,radkb001,MIN200106280,home
singc001,durhr001,ordom001,valej003,liefj001,johnm003,konep001,perrh001,clayr001,welld001,MIN200106280,away
huntt001,rival001,lawtm002,hockd001,jonej003,piera001,allec001,miend001,guzmc001,milte001,MIN200106290,home
magew001,easld001,encaj001,macij001,higgb001,fickr001,palmd002,clart002,halts001,spars001,MIN200106290,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,guzmc001,maysj001,MIN200106300,home
ceder001,easld001,encaj001,macij001,higgb001,fickr001,clart002,simor001,halts001,holtc001,MIN200106300,away
huntt001,rival001,lawtm002,koskc001,mccrq001,print001,allec001,miend001,guzmc001,santj003,MIN200107010,home
magew001,easld001,encaj001,macij001,higgb001,cardj001,palmd002,clart002,halts001,blaiw001,MIN200107010,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,allec001,miend001,guzmc001,santj003,MIN200107060,home
clarb003,guerw001,ochoa001,boona001,yound001,laruj001,grifk002,cases001,reesp001,reitc001,MIN200107060,away
huntt001,rival001,lawtm002,hockd001,mccrq001,print001,blakc001,miend001,guzmc001,lohsk001,MIN200107070,home
river002,selbb001,tuckm001,boona001,yound001,stink001,grifk002,cases001,reesp001,davil001,MIN200107070,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,mccrq001,miend001,guzmc001,radkb001,MIN200107080,home
grifk002,selbb001,ochoa001,boona001,river002,laruj001,cases001,yound001,reesp001,desse001,MIN200107080,away
huntt001,rival001,lawtm002,koskc001,allec001,piera001,blakc001,miend001,hockd001,radkb001,MIN200107180,home
damoj001,menef001,longt002,saeno001,mcmib001,hernr002,giamj002,giamj001,tejam001,hudst001,MIN200107180,away
huntt001,rival001,lawtm002,koskc001,buchb002,print001,blakc001,miend001,hockd001,milte001,MIN200107190,home
damoj001,menef001,longt002,saeno001,gantr001,hernr002,giamj002,giamj001,tejam001,zitob001,MIN200107190,away
huntt001,rival001,lawtm002,koskc001,allec001,piera001,buchb002,miend001,maxwj001,maysj001,MIN200107200,home
camem001,boonb002,mclem001,belld002,marta001,wilsd001,suzui001,olerj001,guilc001,selea001,MIN200107200,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,hockd001,johna001,MIN200107210,home
camem001,mclem001,suzui001,belld002,marta001,lampt001,boonb002,olerj001,guilc001,pinej001,MIN200107210,away
huntt001,rival001,lawtm002,koskc001,jonej003,piera001,ortid001,miend001,hockd001,lohsk001,MIN200107220,home
camem001,boonb002,suzui001,belld002,marta001,wilsd001,javis001,olerj001,mclem001,abbop001,MIN200107220,away
huntt001,rival001,lawtm002,koskc001,allec001,piera001,ortid001,miend001,hockd001,radkb001,MIN200107230,home
mclem001,boonb002,suzui001,belld002,marta001,wilsd001,camem001,olerj001,guilc001,moyej001,MIN200107230,away
huntt001,rival001,kielb001,koskc001,jonej003,print001,ortid001,miend001,hockd001,radkb001,MIN200108030,home
beltc001,feblc001,quinm001,randj002,browd002,zaung001,ibanr001,sweem002,peren001,durbc001,MIN200108030,away
huntt001,rival001,kielb001,koskc001,jonej003,piera001,ortid001,miend001,hockd001,milte001,MIN200108040,home
beltc001,feblc001,quinm001,randj002,browd002,zaung001,sweem002,mccad001,peren001,wilsk001,MIN200108040,away
huntt001,rival001,kielb001,koskc001,jonej003,piera001,ortid001,miend001,hockd001,maysj001,MIN200108050,home
beltc001,sadld001,quinm001,alicl001,browd002,maynb001,ibanr001,sweem002,peren001,byrdp001,MIN200108050,away
huntt001,rival001,kielb001,koskc001,allec001,print001,buchb002,miend001,hockd001,reedr002,MIN200108070,home
loftk001,alomr001,burke001,frymt001,cordw001,diaze002,gonzj002,thomj002,vizqo001,sabac001,MIN200108070,away
huntt001,rival001,buchb002,maxwj001,jonej003,piera001,ortid001,miend001,hockd001,lohsk001,MIN200108080,home
loftk001,alomr001,cordm001,frymt001,cordw001,diaze002,gonzj002,thomj002,vizqo001,colob001,MIN200108080,away
huntt001,rival001,allec001,maxwj001,kielb001,print001,buchb002,miend001,hockd001,milte001,MIN200108090,home
cabrj002,alomr001,cordm001,frymt001,cordw001,diaze002,gonzj002,thomj002,vizqo001,finlc001,MIN200108090,away
huntt001,rival001,barnj001,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,reedr002,MIN200108170,home
winnr001,aberb001,grieb001,johnr006,tynej001,flahj001,vaugg001,huffa001,gomec001,sturt001,MIN200108170,away
huntt001,rival001,buchb002,koskc001,barnj001,print001,ortid001,miend001,guzmc001,lohsk001,MIN200108180,home
winnr001,aberb001,grieb001,johnr006,tynej001,flahj001,vaugg001,huffa001,gomec001,biern001,MIN200108180,away
huntt001,rival001,buchb002,koskc001,barnj001,print001,ortid001,miend001,guzmc001,milte001,MIN200108190,home
rolld001,martf001,winnr001,sandj001,grieb001,hallt001,vaugg001,huffa001,gomec001,kennj001,MIN200108190,away
huntt001,rival001,barnj001,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,maysj001,MIN200108200,home
cruzj004,bushh001,mondr002,lopef001,stews002,fletd001,fullb001,delgc001,gonza001,escok001,MIN200108200,away
huntt001,rival001,buchb002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,radkb001,MIN200108210,home
cruzj004,bushh001,mondr002,lopef001,stews002,fletd001,fullb001,delgc001,gonza001,lyonb003,MIN200108210,away
huntt001,rival001,buchb002,koskc001,jonej003,piera001,ortid001,miend001,guzmc001,reedr002,MIN200108220,home
cruzj004,bushh001,mondr002,lopef001,stews002,casta001,fullb001,delgc001,gonza001,loaie001,MIN200108220,away
