game_id,order,stat,bfrom,bto,player_id
ANA200104100,5,CS,1,2,ecksd001
ANA200104100,13,R,3,H,palmr001
ANA200104100,13,R,2,H,galaa001
ANA200104100,13,R,1,H,curtc001
ANA200104100,14,R,2,H,mater001
ANA200104100,19,R,3,H,woots001
ANA200104100,25,R,1,H,ecksd001
ANA200104100,27,R,3,H,salmt001
ANA200104100,33,R,1,H,camik001
ANA200104100,33,R,B,H,curtc001
ANA200104100,44,R,2,H,rodra001
ANA200104100,56,R,B,H,hillg001
ANA200104100,87,R,1,H,ecksd001
ANA200104110,14,R,1,H,ecksd001
ANA200104110,14,R,B,H,gil-b001
ANA200104110,20,SB,1,2,curtc001
ANA200104110,32,R,3,H,molib001
ANA200104110,32,R,2,H,ecksd001
ANA200104110,32,R,1,H,gil-b001
ANA200104110,33,PO,3,H,erstd001
ANA200104110,38,R,B,H,glaut001
ANA200104110,63,R,1,H,ecksd001
ANA200104110,70,R,3,H,curtc001
ANA200104110,71,R,3,H,mater001
ANA200104110,75,PO,2,H,velar001
ANA200104120,9,R,2,H,galaa001
ANA200104120,21,SB,1,2,
ANA200104120,26,R,2,H,molib001
ANA200104120,29,R,3,H,ecksd001
ANA200104120,29,R,2,H,erstd001
ANA200104120,30,R,3,H,salmt001
ANA200104120,30,R,2,H,glaut001
ANA200104120,34,SB,1,2,curtc001
ANA200104120,39,R,1,H,
ANA200104120,40,R,2,H,erstd001
ANA200104120,44,R,1,H,rodra001
ANA200104120,57,R,3,H,molib001
ANA200104120,57,R,2,H,ecksd001
ANA200104120,60,R,3,H,gil-b001
ANA200104120,61,R,1,H,erstd001
ANA200104120,61,R,B,H,glaut001
ANA200104120,88,R,B,H,barnl001
ANA200104120,96,R,2,H,curtc001
ANA200104130,2,R,1,H,camem001
ANA200104130,10,R,2,H,sanda001
ANA200104130,21,R,1,H,molib001
ANA200104130,21,R,B,H,kenna001
ANA200104130,36,R,2,H,guilc001
ANA200104130,41,SB,1,2,gil-b001
ANA200104130,81,R,1,H,glaut001
ANA200104130,81,R,B,H,andeg001
ANA200104140,5,SB,1,2,palmo001
ANA200104140,32,R,2,H,guilc001
ANA200104140,33,R,3,H,wilsd001
ANA200104140,47,R,3,H,ecksd001
ANA200104140,70,CS,1,2,javis001
ANA200104150,9,SB,2,3,olerj001
ANA200104150,9,SB,1,2,boonb002
ANA200104150,12,R,B,H,andeg001
ANA200104150,21,R,B,H,marte001
ANA200104150,50,R,2,H,glaut001
ANA200104150,53,R(UR),3,H,hillg001
ANA200104150,61,R,3,H,mclem001
ANA200104150,63,R,2,H,camem001
ANA200104150,64,R,3,H,marte001
ANA200104150,64,R,2,H,olerj001
ANA200104150,69,R,2,H,boonb002
ANA200104150,70,R,3,H,belld002
ANA200104150,78,R,1,H,joynw001
ANA200104150,78,R,B,H,glaut001
ANA200104150,82,SB,1,2,suzui001
ANA200104160,11,R,3,H,longt002
ANA200104160,12,R(UR)(NR),3,H,hernr002
ANA200104160,26,R,1,H,chave001
ANA200104160,26,R,B,H,menef001
ANA200104160,44,R,B,H,woots001
ANA200104160,55,R,2,H,piata001
ANA200104160,57,R(UR)(NR),3,H,longt002
ANA200104160,60,R,1,H,andeg001
ANA200104160,63,R,3,H,molib001
ANA200104170,2,R,1,H,damoj001
ANA200104170,21,R,B,H,ecksd001
ANA200104170,26,R,2,H,saeno001
ANA200104170,26,PO,B,2,hernr002
ANA200104170,46,R(UR),3,H,saeno001
ANA200104170,56,R,3,H,tejam001
ANA200104170,57,R,3,H,giamj001
ANA200104170,60,SB,1,2,longt002
ANA200104180,20,SB,1,2,kenna001
ANA200104180,21,R,2,H,kenna001
ANA200104180,21,PO,B,2,joynw001
ANA200104180,31,CS,1,2,longt002
ANA200104180,36,CS,1,2,kenna001
ANA200104180,54,R,2,H,chave001
ANA200104180,55,SB,1,2,damoj001
ANA200104180,57,R,3,H,damoj001
ANA200104180,64,R,3,H,kenna001
ANA200104180,82,R,2,H,glaut001
ANA200105010,6,R,2,H,
ANA200105010,7,R,3,H,salmt001
ANA200105010,18,CS,1,2,singc001
ANA200105010,25,R,2,H,salmt001
ANA200105010,26,R,3,H,andeg001
ANA200105010,32,R,2,H,konep001
ANA200105010,32,R,1,H,bainh001
ANA200105010,44,R,B,H,valej003
ANA200105010,59,SB,1,2,salmt001
ANA200105010,66,R,B,H,glaut001
ANA200105010,73,R,3,H,joynw001
ANA200105010,79,DI,1,2,ordom001
ANA200105010,80,R(UR),2,H,ordom001
ANA200105020,3,SB,2,3,ramij001
ANA200105020,3,SB,1,2,lee-c001
ANA200105020,4,R,3,H,ramij001
ANA200105020,17,R(UR),3,H,glaut001
ANA200105020,18,R(UR),3,H,joynw001
ANA200105020,18,R(UR),B,H,kenna001
ANA200105020,18,R,B,H,kenna001
ANA200105020,27,R,3,H,salmt001
ANA200105020,27,R,2,H,andeg001
ANA200105020,29,R,2,H,glaut001
ANA200105020,41,R,2,H,clayr001
ANA200105020,51,R,2,H,ordom001
ANA200105020,60,R,2,H,ecksd001
ANA200105020,65,R,2,H,durhr001
ANA200105020,65,R,B,H,lee-c001
ANA200105020,71,R,3,H,spies001
ANA200105020,72,R,3,H,joynw001
ANA200105020,74,R,3,H,molib001
ANA200105020,84,R,3,H,spies001
ANA200105020,85,R,3,H,joynw001
ANA200105030,31,SB,1,2,lee-c001
ANA200105030,32,R,2,H,lee-c001
ANA200105030,32,PO,B,2,bainh001
ANA200105030,37,R,1,H,ecksd001
ANA200105030,37,R,B,H,erstd001
ANA200105030,49,R(UR),2,H,molib001
ANA200105040,10,R,3,H,palmd002
ANA200105040,11,R,3,H,cruzd001
ANA200105040,12,R,2,H,encaj001
ANA200105040,18,R,3,H,woots001
ANA200105040,19,R,3,H,spies001
ANA200105040,28,R,3,H,andeg001
ANA200105040,28,R,2,H,woots001
ANA200105040,34,CS,1,2,encaj001
ANA200105040,39,SB,1,2,ecksd001
ANA200105040,52,R,2,H,palmd002
ANA200105040,56,CS,1,2,joynw001
ANA200105040,66,R(UR),3,H,ingeb001
ANA200105040,75,R,3,H,woots001
ANA200105040,78,R,3,H,molib001
ANA200105040,79,R,3,H,joynw001
ANA200105050,14,R,2,H,joynw001
ANA200105050,15,R,3,H,kenna001
ANA200105050,16,SB,1,2,
ANA200105050,18,R,B,H,easld001
ANA200105050,22,R,3,H,ingeb001
ANA200105050,23,R,1,H,higgb001
ANA200105050,23,R,B,H,clart002
ANA200105050,31,CS,1,2,easld001
ANA200105050,37,R,3,H,ingeb001
ANA200105050,38,R,2,H,ceder001
ANA200105050,66,R,3,H,clart002
ANA200105050,66,R,2,H,palmd002
ANA200105050,80,R,2,H,higgb001
ANA200105050,81,R,2,H,jackr004
ANA200105050,81,R,B,H,palmd002
ANA200105060,1,SB,1,2,ceder001
ANA200105060,3,R,3,H,ceder001
ANA200105060,5,SB,1,2,palmd002
ANA200105060,22,SB,1,2,macij001
ANA200105060,37,CS,1,2,ceder001
ANA200105060,40,R,3,H,macij001
ANA200105060,50,R,1,H,erstd001
ANA200105060,50,R,B,H,salmt001
ANA200105060,93,R,3,H,ecksd001
ANA200105150,12,R,1,H,
ANA200105150,21,R,2,H,stews002
ANA200105150,22,R,3,H,gonza001
ANA200105150,22,R,2,H,fullb001
ANA200105150,31,R,2,H,gonza001
ANA200105150,32,R,2,H,mondr002
ANA200105150,32,R,B,H,delgc001
ANA200105150,56,R,B,H,delgc001
ANA200105150,63,R,B,H,ecksd001
ANA200105150,73,R,3,H,salmt001
ANA200105150,76,R,B,H,mondr002
ANA200105150,84,R(UR),3,H,spies001
ANA200105160,3,SB,1,2,mondr002
ANA200105160,4,SB,2,3,mondr002
ANA200105160,5,R,3,H,mondr002
ANA200105160,15,R,B,H,glaut001
ANA200105160,17,R,2,H,joynw001
ANA200105160,17,R,B,H,kenna001
ANA200105160,31,PO,1,2,batit001
ANA200105160,32,SB,1,2,wellv001
ANA200105160,39,CS,1,2,stews002
ANA200105160,62,SB,1,2,erstd001
ANA200105160,72,SB,2,3,glaut001
ANA200105170,8,R,3,H,ecksd001
ANA200105170,21,R,2,H,stews002
ANA200105170,21,R,1,H,gonza001
ANA200105170,45,CS,1,2,batit001
ANA200105170,54,R,2,H,kenna001
ANA200105170,55,CS,1,2,palmo001
ANA200105170,68,R,2,H,erstd001
ANA200105170,68,R,1,H,salmt001
ANA200105180,2,R,3,H,cruzj003
ANA200105180,10,R(UR),2,H,ecksd001
ANA200105180,15,R,1,H,taube001
ANA200105180,15,R,B,H,cruzj003
ANA200105180,19,R,3,H,joynw001
ANA200105180,23,PO(E),1,2,alomr001
ANA200105180,34,SB,1,2,glaut001
ANA200105180,60,R,3,H,vizqo001
ANA200105180,62,R,3,H,alomr001
ANA200105180,63,R,3,H,gonzj002
ANA200105180,74,R,2,H,cruzj003
ANA200105190,5,SB,1,2,ecksd001
ANA200105190,20,CS,1,2,vizqo001
ANA200105190,26,R,3,H,kenna001
ANA200105190,31,R,2,H,gonzj002
ANA200105190,31,R,B,H,burke001
ANA200105190,46,R,2,H,andeg001
ANA200105190,50,R,2,H,alomr001
ANA200105190,60,R,3,H,palmo001
ANA200105190,89,PO,B,2,diaze002
ANA200105190,103,R,2,H,cabrj002
ANA200105190,104,SB,2,3,alomr001
ANA200105200,15,R,1,H,andeg001
ANA200105200,15,R,B,H,gil-b001
ANA200105200,33,R,3,H,salmt001
ANA200105200,34,R,3,H,gil-b001
ANA200105200,35,R,3,H,ecksd001
ANA200105200,35,PO,1,H,erstd001
ANA200105200,36,R,B,H,burke001
ANA200105200,39,R,B,H,diaze002
ANA200105200,43,SB,1,2,andeg001
ANA200105200,44,R,2,H,andeg001
ANA200105200,49,SB,1,2,salmt001
ANA200105200,56,SB,1,2,erstd001
ANA200105200,59,R,B,H,thomj002
ANA200105200,63,R,2,H,burke001
ANA200105200,65,R,3,H,cordw001
ANA200105200,66,R,3,H,branr001
ANA200105200,67,CS,1,2,cruzj003
ANA200105200,80,R(UR),3,H,molij001
ANA200105200,82,R(UR),2,H,ecksd001
ANA200105200,86,R(TUR),2,H,glaut001
ANA200105290,2,R,1,H,hockd001
ANA200105290,24,R,2,H,gil-b001
ANA200105290,25,R(UR),1,H,erstd001
ANA200105290,31,SB,1,2,jonej003
ANA200105290,39,R,1,H,hockd001
ANA200105290,50,PO,3,H,huntt001
ANA200105290,51,SB,3,H,jonej003
ANA200105290,51,R,3,H,jonej003
ANA200105290,51,SB,1,2,piera001
ANA200105290,69,R(UR),3,H,lawtm002
ANA200105290,75,R,B,H,salmt001
ANA200105290,91,R,3,H,ecksd001
ANA200105290,109,SB,1,2,guzmc001
ANA200105290,110,R,3,H,guzmc001
ANA200105290,111,R,3,H,hockd001
ANA200105290,116,SB,1,2,glaut001
ANA200105290,118,R(UR),3,H,erstd001
ANA200105300,9,R,3,H,lawtm002
ANA200105300,9,R(UR),2,H,huntt001
ANA200105300,19,PO,2,3,hockd001
ANA200105300,53,R,2,H,rival001
ANA200105310,5,R,1,H,erstd001
ANA200105310,5,R,B,H,glaut001
ANA200105310,8,R,2,H,salmt001
ANA200105310,46,R,2,H,miend001
ANA200105310,47,R,2,H,huntt001
ANA200105310,55,R,3,H,andeg001
ANA200105310,71,PO,1,H,lawtm002
ANA200105310,72,R,2,H,huntt001
ANA200105310,72,R,B,H,allec001
ANA200105310,122,CS,1,2,allec001
ANA200105310,127,R,3,H,salmt001
ANA200106010,1,SB,1,2,beltc001
ANA200106010,22,CS,1,2,davaj001
ANA200106010,24,R,2,H,erstd001
ANA200106010,24,R,B,H,glaut001
ANA200106010,28,CS,1,2,randj002
ANA200106010,32,PO,1,3,joynw001
ANA200106010,33,PO,1,1,kenna001
ANA200106010,41,R(UR),2,H,fabrj001
ANA200106010,42,R,3,H,gil-b001
ANA200106010,56,R,3,H,alicl001
ANA200106010,60,R,1,H,gil-b001
ANA200106010,60,R,B,H,davaj001
ANA200106010,62,SB,1,2,erstd001
ANA200106010,65,R,3,H,erstd001
ANA200106020,4,R,3,H,beltc001
ANA200106020,13,R,B,H,salmt001
ANA200106020,20,SB,1,2,sweem002
ANA200106020,26,R,B,H,mccad001
ANA200106020,33,R,2,H,glaut001
ANA200106020,64,SB,1,2,erstd001
ANA200106020,66,R,3,H,erstd001
ANA200106030,7,R,2,H,erstd001
ANA200106030,16,R,B,H,hinca001
ANA200106030,20,SB,1,2,
ANA200106030,24,R,3,H,ecksd001
ANA200106030,25,R,1,H,erstd001
ANA200106030,25,R,B,H,salmt001
ANA200106030,26,R,B,H,andeg001
ANA200106030,30,SB,1,2,kenna001
ANA200106030,43,R,B,H,glaut001
ANA200106030,60,R,B,H,salmt001
ANA200106030,68,R(UR)(NR),2,H,sancr001
ANA200106030,79,DI,1,2,alicl001
ANA200106050,6,R,3,H,erstd001
ANA200106050,6,R,1,H,glaut001
ANA200106050,6,R,B,H,salmt001
ANA200106050,12,CS,1,2,saeno001
ANA200106050,32,SB,1,2,ecksd001
ANA200106050,33,R,2,H,ecksd001
ANA200106050,33,R,B,H,erstd001
ANA200106050,35,CS,1,2,glaut001
ANA200106050,41,R,1,H,salmt001
ANA200106050,41,R,B,H,andeg001
ANA200106050,53,R,B,H,giamj001
ANA200106050,55,PO,2,3,saeno001
ANA200106050,67,R,3,H,piata001
ANA200106050,67,R,2,H,hernr002
ANA200106060,19,R,3,H,kenna001
ANA200106060,25,R,2,H,tejam001
ANA200106060,44,SB,1,2,glaut001
ANA200106060,51,R,2,H,
ANA200106060,51,PO,1,3,hernr002
ANA200106060,67,R,1,H,tejam001
ANA200106060,67,R,B,H,chave001
ANA200106070,1,R,B,H,menef001
ANA200106070,15,R,2,H,hernr002
ANA200106070,16,CS,1,2,damoj001
ANA200106070,24,R,3,H,menef001
ANA200106070,48,R,3,H,ecksd001
ANA200106070,51,R,3,H,glaut001
ANA200106070,51,R,2,H,salmt001
ANA200106070,54,R,3,H,andeg001
ANA200106070,54,R(UR)(NR),2,H,palmo001
ANA200106070,61,R,B,H,glaut001
ANA200106070,69,R,3,H,menef001
ANA200106150,1,PO,1,1,goodt001
ANA200106150,12,R(UR),3,H,grees001
ANA200106150,16,R,B,H,spies001
ANA200106150,21,R(UR),3,H,goodt001
ANA200106150,38,SB,1,2,bocah001
ANA200106150,40,R,3,H,bocah001
ANA200106150,46,R,B,H,belta001
ANA200106150,50,CS,2,3,coraa001
ANA200106150,57,R,3,H,kenna001
ANA200106150,62,R,2,H,grism001
ANA200106150,62,R,B,H,shefg001
ANA200106160,21,R,3,H,davaj001
ANA200106160,23,R,3,H,
ANA200106160,23,R,1,H,erstd001
ANA200106160,37,R,3,H,ecksd001
ANA200106160,40,SB,3,H,glaut001
ANA200106160,40,R,3,H,glaut001
ANA200106160,40,SB,1,2,andeg001
ANA200106160,43,R,B,H,kreuc001
ANA200106160,58,CS,1,2,kenna001
ANA200106160,63,R,1,H,coraa001
ANA200106160,63,R,B,H,lodup001
ANA200106160,74,R,1,H,shefg001
ANA200106160,74,R,B,H,karre001
ANA200106160,82,R,2,H,erstd001
ANA200106170,8,R,2,H,kenna001
ANA200106170,14,R,3,H,hansd001
ANA200106170,15,R,2,H,branj002
ANA200106170,15,R,1,H,coraa001
ANA200106170,15,R,B,H,lodup001
ANA200106170,61,R,3,H,ecksd001
ANA200106170,62,SB,1,2,erstd001
ANA200106170,85,R,2,H,ecksd001
ANA200106170,85,R,1,H,kenna001
ANA200106170,86,R,2,H,erstd001
ANA200106170,86,R,B,H,glaut001
ANA200106250,16,R,2,H,spies001
ANA200106250,21,R,3,H,lambm001
ANA200106250,24,R,B,H,glaut001
ANA200106250,28,R,2,H,salmt001
ANA200106250,38,R,3,H,kenna001
ANA200106250,38,R,2,H,erstd001
ANA200106250,39,R,3,H,glaut001
ANA200106250,42,R,3,H,andeg001
ANA200106250,43,R,3,H,salmt001
ANA200106250,49,R,3,H,leder001
ANA200106250,52,R,3,H,younm003
ANA200106250,52,R,2,H,cataf001
ANA200106250,58,R,3,H,kenna001
ANA200106250,60,R,2,H,erstd001
ANA200106250,61,R,3,H,glaut001
ANA200106250,73,R,B,H,rodra001
ANA200106250,99,R,B,H,palmr001
ANA200106250,100,R,B,H,sierr001
ANA200106260,4,R,2,H,rodri001
ANA200106260,9,R,1,H,
ANA200106260,50,CS,3,H,andeg001
ANA200106260,92,R,3,H,palmr001
ANA200106260,93,R,3,H,sierr001
ANA200106260,95,R,3,H,kaplg001
ANA200106260,95,R,2,H,galaa001
ANA200106260,96,R,3,H,leder001
ANA200106260,96,R,2,H,younm003
ANA200106260,99,R(UR),3,H,cataf001
ANA200106270,2,SB,1,2,rodri001
ANA200106270,20,SB,1,2,portb001
ANA200106270,21,R,3,H,portb001
ANA200106270,24,R,3,H,rodri001
ANA200106270,62,PO,1,H,palmr001
ANA200106270,67,R,1,H,erstd001
ANA200106270,67,R,B,H,andeg001
ANA200106270,72,R,2,H,salmt001
ANA200106270,74,R(UR),3,H,palmo001
ANA200106280,11,R,3,H,palmr001
ANA200106280,27,R,3,H,sierr001
ANA200106280,38,R,B,H,woots001
ANA200106280,50,R,1,H,leder001
ANA200106280,55,R,2,H,lambm001
ANA200106280,56,R,1,H,rodri001
ANA200106280,57,R,2,H,rodra001
ANA200106280,75,R,1,H,glaut001
ANA200106280,75,R,B,H,andeg001
ANA200106290,1,R,1,H,suzui001
ANA200106290,1,R,B,H,guilc001
ANA200106290,6,SB,1,2,
ANA200106290,8,R,3,H,
ANA200106290,8,R,2,H,
ANA200106290,9,R,2,H,belld002
ANA200106290,10,R,3,H,wilsd001
ANA200106290,16,R,3,H,ecksd001
ANA200106290,17,R,2,H,erstd001
ANA200106290,22,R,1,H,
ANA200106290,22,R,B,H,camem001
ANA200106290,31,SB,1,2,
ANA200106290,32,R,2,H,
ANA200106290,37,R,2,H,kenna001
ANA200106290,37,R,B,H,glaut001
ANA200106290,45,R,B,H,gil-b001
ANA200106290,57,SB,1,2,
ANA200106300,25,SB,1,2,erstd001
ANA200106300,26,R,2,H,erstd001
ANA200106300,26,R,B,H,glaut001
ANA200106300,30,R,3,H,boonb002
ANA200106300,31,R,3,H,camem001
ANA200106300,36,R,3,H,palmo001
ANA200106300,40,R,2,H,mclem001
ANA200106300,49,R,B,H,lampt001
ANA200106300,62,R(UR)(NR),2,H,mclem001
ANA200106300,64,CS,1,2,olerj001
ANA200106300,70,CS,1,2,camem001
ANA200107010,3,SB,1,2,marte001
ANA200107010,16,PO,3,H,andeg001
ANA200107010,20,R(UR),2,H,wilsd001
ANA200107010,31,CS,1,2,boonb002
ANA200107010,48,R,2,H,marte001
ANA200107010,49,R,1,H,olerj001
ANA200107010,49,R,B,H,boonb002
ANA200107010,61,PO(E),2,3,suzui001
ANA200107010,63,R(UR)(NR),2,H,mclem001
ANA200107120,6,SB,2,3,ecksd001
ANA200107120,8,R(UR),3,H,ecksd001
ANA200107120,9,R(UR),3,H,glaut001
ANA200107120,9,R(UR),2,H,andeg001
ANA200107120,10,SB,1,2,woots001
ANA200107120,35,R,B,H,molib001
ANA200107120,61,DI,1,2,spivj001
ANA200107120,63,R,3,H,spivj001
ANA200107130,12,R,B,H,spies001
ANA200107130,40,R,1,H,bellj001
ANA200107130,40,R,B,H,gonzl001
ANA200107130,42,R,B,H,gracm001
ANA200107130,46,R,B,H,andeg001
ANA200107130,51,SB,1,2,womat001
ANA200107130,59,R,1,H,bellj001
ANA200107130,63,R(UR),3,H,gonzl001
ANA200107130,64,CS,1,2,
ANA200107130,73,R,3,H,durae001
ANA200107130,79,PO(E),1,2,spies001
ANA200107140,8,R,3,H,glaut001
ANA200107140,8,R,1,H,woots001
ANA200107140,14,R,B,H,gil-b001
ANA200107140,20,CS,1,2,womat001
ANA200107140,26,PO(E),1,2,erstd001
ANA200107140,27,R(UR),3,H,erstd001
ANA200107140,39,R,2,H,milld002
ANA200107140,40,R,3,H,womat001
ANA200107140,42,R,3,H,spivj001
ANA200107140,62,PO,B,2,counc001
ANA200107140,63,R,B,H,bellj001
ANA200107140,71,R,3,H,ecksd001
ANA200107140,78,R,3,H,finls001
ANA200107140,78,PO,2,3,delld001
ANA200107140,94,R,1,H,gonzl001
ANA200107140,96,R,3,H,willm003
ANA200107150,2,PO,1,1,jackd003
ANA200107150,17,CS,1,2,jimed001
ANA200107150,28,SB,1,2,erstd001
ANA200107150,42,R,3,H,kenna001
ANA200107150,44,R,B,H,nevip001
ANA200107150,48,R,3,H,gwynt001
ANA200107150,50,R,2,H,tramb001
ANA200107150,51,R,3,H,darrm001
ANA200107150,51,R,1,H,jimed001
ANA200107150,53,PO,3,H,jackd003
ANA200107150,69,PO(E),1,2,darrm001
ANA200107160,3,SB,2,3,kotsm001
ANA200107160,3,SB,1,2,klesr001
ANA200107160,31,R,3,H,andeg001
ANA200107160,32,R,2,H,spies001
ANA200107160,34,R,3,H,glaut001
ANA200107160,35,R,2,H,woots001
ANA200107160,40,R,3,H,jackd003
ANA200107160,41,R,3,H,jimed001
ANA200107160,42,R,2,H,hendr001
ANA200107160,45,R,3,H,kotsm001
ANA200107160,52,R,3,H,andeg001
ANA200107160,52,R,2,H,glaut001
ANA200107160,52,PO,B,2,fabrj001
ANA200107160,83,R,2,H,palmo001
ANA200107160,88,DI,1,2,hendr001
ANA200107160,90,R,3,H,hendr001
ANA200107160,93,SB,1,2,ariaa001
ANA200107170,4,R,2,H,jackd003
ANA200107170,9,CS,1,2,erstd001
ANA200107170,12,SB,1,2,browe001
ANA200107170,14,R,2,H,browe001
ANA200107170,15,SB,1,2,hendr001
ANA200107170,17,CS,1,2,jackd003
ANA200107170,41,R,B,H,gil-b001
ANA200107170,43,R,2,H,palmo001
ANA200107170,48,R,3,H,tramb001
ANA200107170,48,R,2,H,nevip001
ANA200107170,48,R,1,H,gonzw001
ANA200107170,52,R,3,H,davib003
ANA200107170,59,R,B,H,tramb001
ANA200107170,71,R,3,H,molib001
ANA200107170,73,R,3,H,gil-b001
ANA200107170,83,R,3,H,glaut001
ANA200107170,83,R,2,H,woots001
ANA200107170,83,R,B,H,gil-b001
ANA200107170,97,R,3,H,andeg001
ANA200107240,3,R,2,H,aberb001
ANA200107240,4,R,2,H,grieb001
ANA200107240,4,PO,1,3,mcgrf001
ANA200107240,4,PO,B,2,winnr001
ANA200107240,7,R,3,H,ecksd001
ANA200107240,19,R,B,H,vaugg001
ANA200107240,24,CS,1,2,ecksd001
ANA200107240,30,R(NR),2,H,erstd001
ANA200107240,41,R,2,H,gil-b001
ANA200107240,43,R,3,H,ecksd001
ANA200107240,43,R,1,H,glaut001
ANA200107240,43,R,B,H,andeg001
ANA200107240,52,R,B,H,salmt001
ANA200107240,67,R(UR),3,H,vaugg001
ANA200107240,67,R(UR),2,H,winnr001
ANA200107240,67,R(UR),B,H,gomec001
ANA200107240,67,R,B,H,gomec001
ANA200107240,72,R,B,H,spies001
ANA200107240,74,SB,1,2,salmt001
ANA200107240,76,R,3,H,salmt001
ANA200107250,1,SB,1,2,tynej001
ANA200107250,9,R,B,H,huffa001
ANA200107250,14,R(UR),3,H,gomec001
ANA200107250,14,R(UR),2,H,aberb001
ANA200107250,35,SB,1,2,grieb001
ANA200107250,73,SB,1,2,erstd001
ANA200107250,74,R(UR),3,H,erstd001
ANA200107260,4,R,1,H,ecksd001
ANA200107260,4,R,B,H,glaut001
ANA200107260,5,R,B,H,erstd001
ANA200107260,6,R,B,H,andeg001
ANA200107260,13,R,B,H,molib001
ANA200107260,21,R,2,H,gomec001
ANA200107260,44,R,2,H,tynej001
ANA200107260,52,R,B,H,gomec001
ANA200107270,7,R,B,H,ripkc001
ANA200107270,29,R,3,H,glaut001
ANA200107270,32,SB,1,2,hairj002
ANA200107270,34,R,2,H,hairj002
ANA200107270,35,CS,1,2,robeb003
ANA200107270,36,R,3,H,andeb001
ANA200107270,48,R,B,H,glaut001
ANA200107270,58,R(UR),3,H,spies001
ANA200107270,60,PO,3,3,salmt001
ANA200107270,77,DI,1,2,
ANA200107270,87,R(UR),3,H,moram002
ANA200107270,87,PO,2,H,ripkc001
ANA200107280,15,PO,3,H,spies001
ANA200107280,29,R,2,H,gibbj002
ANA200107280,30,R,3,H,batit001
ANA200107280,33,R,B,H,spies001
ANA200107280,47,R,B,H,bigbl001
ANA200107280,52,R,B,H,spies001
ANA200107280,72,R,B,H,woots001
ANA200107280,75,R,1,H,kenna001
ANA200107280,78,R,3,H,ecksd001
ANA200107280,79,R,2,H,erstd001
ANA200107280,88,DI,1,2,hairj002
ANA200107280,90,R,2,H,hairj002
ANA200107280,91,DI,1,2,richc001
ANA200107290,17,SB,1,2,hairj002
ANA200107290,43,R,1,H,richc001
ANA200108070,5,R,B,H,glaut001
ANA200108070,11,R,2,H,spies001
ANA200108070,14,R,3,H,salmt001
ANA200108070,25,R,2,H,spies001
ANA200108070,34,R,2,H,erstd001
ANA200108070,42,CS,1,2,kenna001
ANA200108070,47,R,3,H,clayr001
ANA200108070,53,R,3,H,ecksd001
ANA200108070,54,R,3,H,glaut001
ANA200108070,54,R,1,H,andeg001
ANA200108070,54,PO,B,3,spies001
ANA200108070,58,R,2,H,konep001
ANA200108070,73,R,2,H,nievj002
ANA200108070,80,R,B,H,ordom001
ANA200108080,3,R,3,H,durhr001
ANA200108080,4,R,3,H,lee-c001
ANA200108080,10,R,3,H,ecksd001
ANA200108080,15,SB,1,2,durhr001
ANA200108080,24,R,3,H,
ANA200108080,25,R,2,H,perrh001
ANA200108080,25,R,1,H,rowaa001
ANA200108080,25,R,B,H,aloms001
ANA200108080,44,R,3,H,perrh001
ANA200108080,54,R,3,H,lee-c001
ANA200108080,64,R(UR),3,H,rowaa001
ANA200108080,64,R(UR),2,H,clayr001
ANA200108080,65,R(UR),1,H,lee-c001
ANA200108080,65,R(UR),B,H,ordom001
ANA200108080,65,R,B,H,ordom001
ANA200108080,76,R,B,H,rowaa001
ANA200108080,84,R,1,H,clayr001
ANA200108080,84,R,B,H,ordom001
ANA200108090,12,SB,1,2,spies001
ANA200108090,22,PO,B,2,ordom001
ANA200108090,27,R,3,H,erstd001
ANA200108090,28,R,3,H,glaut001
ANA200108090,30,R,3,H,andeg001
ANA200108090,55,R,B,H,lee-c001
ANA200108090,65,R,2,H,valej003
ANA200108090,66,SB,2,3,ordom001
ANA200108100,7,R,3,H,erstd001
ANA200108100,8,R,3,H,
ANA200108100,13,PO(E),1,2,mondr002
ANA200108100,18,R,3,H,molib001
ANA200108100,19,R,3,H,palmo001
ANA200108100,29,R,3,H,spies001
ANA200108100,30,R,3,H,salmt001
ANA200108100,40,R,B,H,glaut001
ANA200108100,51,R,1,H,palmo001
ANA200108100,68,R,1,H,stews002
ANA200108100,69,R,2,H,delgc001
ANA200108100,69,R,B,H,mondr002
ANA200108100,82,R,3,H,casta001
ANA200108100,83,DI,1,2,gonza001
ANA200108100,84,R,2,H,gonza001
ANA200108100,86,R,2,H,stews002
ANA200108100,86,R,B,H,delgc001
ANA200108100,88,SB,1,2,mondr002
ANA200108100,89,SB,2,3,mondr002
ANA200108110,1,CS,2,3,cruzj004
ANA200108110,6,R,3,H,gonza001
ANA200108110,7,R,3,H,stews002
ANA200108110,11,R,B,H,glaut001
ANA200108110,14,R,B,H,cruzj004
ANA200108110,16,R,B,H,stews002
ANA200108110,17,R,B,H,delgc001
ANA200108110,21,R,2,H,mondr002
ANA200108110,25,R,2,H,spies001
ANA200108110,27,R,3,H,salmt001
ANA200108110,28,R(UR)(NR),3,H,kenna001
ANA200108110,48,R,3,H,ecksd001
ANA200108110,55,R,B,H,kenna001
ANA200108110,61,SB,1,2,mondr002
ANA200108110,67,SB,2,3,ecksd001
ANA200108110,72,PO,2,2,fletd001
ANA200108110,80,PO,B,2,salmt001
ANA200108110,97,R,B,H,cruzj004
