game_id,var,value
ATL200108290,precip,unknown
ATL200108290,sky,overcast
ATL200108290,timeofgame,155
ATL200108290,attendance,22327
ATL200108290,wp,glavt001
ATL200108290,lp,armat002
ATL200108290,save,smolj001
ATL200108290,hometeam_score,5
ATL200108290,awayteam_score,3
ATL200108300,visteam,MON
ATL200108300,hometeam,ATL
ATL200108300,site,ATL02
ATL200108300,date,8/30/01
ATL200108300,number,0
ATL200108300,starttime,7:37PM
ATL200108300,daynight,night
ATL200108300,usedh,FALSE
ATL200108300,umphome,timmt901
ATL200108300,ump1b,hollm901
ATL200108300,ump2b,joycj901
ATL200108300,ump3b,millb901
ATL200108300,howscored,park
ATL200108300,pitches,pitches
ATL200108300,temp,78
ATL200108300,winddir,fromrf
ATL200108300,windspeed,2
ATL200108300,fieldcond,unknown
ATL200108300,precip,unknown
ATL200108300,sky,cloudy
ATL200108300,timeofgame,144
ATL200108300,attendance,22725
ATL200108300,wp,ohkat001
ATL200108300,lp,marqj001
ATL200108300,save,stris001
ATL200108300,hometeam_score,2
ATL200108300,awayteam_score,4
ATL200108310,visteam,CHN
ATL200108310,hometeam,ATL
ATL200108310,site,ATL02
ATL200108310,date,8/31/01
ATL200108310,number,0
ATL200108310,starttime,7:37PM
ATL200108310,daynight,night
ATL200108310,usedh,FALSE
ATL200108310,umphome,onorb901
ATL200108310,ump1b,culbf901
ATL200108310,ump2b,younl901
ATL200108310,ump3b,fleta901
ATL200108310,howscored,park
ATL200108310,pitches,pitches
ATL200108310,temp,78
ATL200108310,winddir,ltor
ATL200108310,windspeed,5
ATL200108310,fieldcond,unknown
ATL200108310,precip,unknown
ATL200108310,sky,overcast
ATL200108310,timeofgame,186
ATL200108310,attendance,37045
ATL200108310,wp,cruzj005
ATL200108310,lp,burkj001
ATL200108310,save,
ATL200108310,hometeam_score,2
ATL200108310,awayteam_score,8
ATL200109010,visteam,CHN
ATL200109010,hometeam,ATL
ATL200109010,site,ATL02
ATL200109010,date,9/1/01
ATL200109010,number,0
ATL200109010,starttime,1:25PM
ATL200109010,daynight,day
ATL200109010,usedh,FALSE
ATL200109010,umphome,culbf901
ATL200109010,ump1b,younl901
ATL200109010,ump2b,fleta901
ATL200109010,ump3b,onorb901
ATL200109010,howscored,park
ATL200109010,pitches,pitches
ATL200109010,temp,79
ATL200109010,winddir,ltor
ATL200109010,windspeed,5
ATL200109010,fieldcond,unknown
ATL200109010,precip,unknown
ATL200109010,sky,overcast
ATL200109010,timeofgame,168
ATL200109010,attendance,45842
ATL200109010,wp,tavaj001
ATL200109010,lp,maddg002
ATL200109010,save,gordt001
ATL200109010,hometeam_score,3
ATL200109010,awayteam_score,5
ATL200109020,visteam,CHN
ATL200109020,hometeam,ATL
ATL200109020,site,ATL02
ATL200109020,date,9/2/01
ATL200109020,number,0
ATL200109020,starttime,1:06PM
ATL200109020,daynight,day
ATL200109020,usedh,FALSE
ATL200109020,umphome,younl901
ATL200109020,ump1b,fleta901
ATL200109020,ump2b,onorb901
ATL200109020,ump3b,culbf901
ATL200109020,howscored,park
ATL200109020,pitches,pitches
ATL200109020,temp,76
ATL200109020,winddir,tocf
ATL200109020,windspeed,2
ATL200109020,fieldcond,unknown
ATL200109020,precip,unknown
ATL200109020,sky,overcast
ATL200109020,timeofgame,154
ATL200109020,attendance,45165
ATL200109020,wp,millk004
ATL200109020,lp,tapak001
ATL200109020,save,smolj001
ATL200109020,hometeam_score,7
ATL200109020,awayteam_score,3
ATL200109280,visteam,NYN
ATL200109280,hometeam,ATL
ATL200109280,site,ATL02
ATL200109280,date,9/28/01
ATL200109280,number,0
ATL200109280,starttime,7:38PM
ATL200109280,daynight,night
ATL200109280,usedh,FALSE
ATL200109280,umphome,eddid901
ATL200109280,ump1b,coope901
ATL200109280,ump2b,crawj901
ATL200109280,ump3b,gormb901
ATL200109280,howscored,park
ATL200109280,pitches,pitches
ATL200109280,temp,73
ATL200109280,winddir,ltor
ATL200109280,windspeed,7
ATL200109280,fieldcond,unknown
ATL200109280,precip,unknown
ATL200109280,sky,sunny
ATL200109280,timeofgame,191
ATL200109280,attendance,43664
ATL200109280,wp,glavt001
ATL200109280,lp,tracs001
ATL200109280,save,smolj001
ATL200109280,hometeam_score,5
ATL200109280,awayteam_score,2
ATL200109290,visteam,NYN
ATL200109290,hometeam,ATL
ATL200109290,site,ATL02
ATL200109290,date,9/29/01
ATL200109290,number,0
ATL200109290,starttime,1:30PM
ATL200109290,daynight,day
ATL200109290,usedh,FALSE
ATL200109290,umphome,coope901
ATL200109290,ump1b,crawj901
ATL200109290,ump2b,gormb901
ATL200109290,ump3b,eddid901
ATL200109290,howscored,park
ATL200109290,pitches,pitches
ATL200109290,temp,68
ATL200109290,winddir,fromcf
ATL200109290,windspeed,15
ATL200109290,fieldcond,unknown
ATL200109290,precip,unknown
ATL200109290,sky,sunny
ATL200109290,timeofgame,193
ATL200109290,attendance,46180
ATL200109290,wp,pereo001
ATL200109290,lp,benia001
ATL200109290,save,
ATL200109290,hometeam_score,1
ATL200109290,awayteam_score,5
ATL200109300,visteam,NYN
ATL200109300,hometeam,ATL
ATL200109300,site,ATL02
ATL200109300,date,9/30/01
ATL200109300,number,0
ATL200109300,starttime,1:07PM
ATL200109300,daynight,day
ATL200109300,usedh,FALSE
ATL200109300,umphome,crawj901
ATL200109300,ump1b,gormb901
ATL200109300,ump2b,eddid901
ATL200109300,ump3b,coope901
ATL200109300,howscored,park
ATL200109300,pitches,pitches
ATL200109300,temp,68
ATL200109300,winddir,fromcf
ATL200109300,windspeed,5
ATL200109300,fieldcond,unknown
ATL200109300,precip,unknown
ATL200109300,sky,cloudy
ATL200109300,timeofgame,214
ATL200109300,attendance,42677
ATL200109300,wp,appik001
ATL200109300,lp,millk004
ATL200109300,save,benia001
ATL200109300,hometeam_score,6
ATL200109300,awayteam_score,9
ATL200110020,visteam,PHI
ATL200110020,hometeam,ATL
ATL200110020,site,ATL02
ATL200110020,date,10/2/01
ATL200110020,number,0
ATL200110020,starttime,7:35PM
ATL200110020,daynight,night
ATL200110020,usedh,FALSE
ATL200110020,umphome,bellw901
ATL200110020,ump1b,fostm901
ATL200110020,ump2b,hirsm901
ATL200110020,ump3b,kulpr901
ATL200110020,howscored,park
ATL200110020,pitches,pitches
ATL200110020,temp,76
ATL200110020,winddir,ltor
ATL200110020,windspeed,4
ATL200110020,fieldcond,unknown
ATL200110020,precip,unknown
ATL200110020,sky,sunny
ATL200110020,timeofgame,136
ATL200110020,attendance,30739
ATL200110020,wp,wolfr001
ATL200110020,lp,maddg002
ATL200110020,save,mesaj001
ATL200110020,hometeam_score,1
ATL200110020,awayteam_score,3
ATL200110030,visteam,PHI
ATL200110030,hometeam,ATL
ATL200110030,site,ATL02
ATL200110030,date,10/3/01
ATL200110030,number,0
ATL200110030,starttime,7:07PM
ATL200110030,daynight,night
ATL200110030,usedh,FALSE
ATL200110030,umphome,fostm901
ATL200110030,ump1b,hirsm901
ATL200110030,ump2b,kulpr901
ATL200110030,ump3b,bellw901
ATL200110030,howscored,park
ATL200110030,pitches,pitches
ATL200110030,temp,76
ATL200110030,winddir,tocf
ATL200110030,windspeed,3
ATL200110030,fieldcond,unknown
ATL200110030,precip,unknown
ATL200110030,sky,sunny
ATL200110030,timeofgame,167
ATL200110030,attendance,27431
ATL200110030,wp,glavt001
ATL200110030,lp,persr001
ATL200110030,save,
ATL200110030,hometeam_score,8
ATL200110030,awayteam_score,3
ATL200110040,visteam,PHI
ATL200110040,hometeam,ATL
ATL200110040,site,ATL02
ATL200110040,date,10/4/01
ATL200110040,number,0
ATL200110040,starttime,7:37PM
ATL200110040,daynight,night
ATL200110040,usedh,FALSE
ATL200110040,umphome,hirsm901
ATL200110040,ump1b,kulpr901
ATL200110040,ump2b,bellw901
ATL200110040,ump3b,fostm901
ATL200110040,howscored,park
ATL200110040,pitches,pitches
ATL200110040,temp,74
ATL200110040,winddir,ltor
ATL200110040,windspeed,10
ATL200110040,fieldcond,unknown
ATL200110040,precip,unknown
ATL200110040,sky,overcast
ATL200110040,timeofgame,168
ATL200110040,attendance,32283
ATL200110040,wp,burkj001
ATL200110040,lp,duckb001
ATL200110040,save,
ATL200110040,hometeam_score,6
ATL200110040,awayteam_score,2
ATL200110050,visteam,FLO
ATL200110050,hometeam,ATL
ATL200110050,site,ATL02
ATL200110050,date,10/5/01
ATL200110050,number,0
ATL200110050,starttime,7:35PM
ATL200110050,daynight,night
ATL200110050,usedh,FALSE
ATL200110050,umphome,cedeg901
ATL200110050,ump1b,gormb901
ATL200110050,ump2b,welkt901
ATL200110050,ump3b,hudsm901
ATL200110050,howscored,park
ATL200110050,pitches,pitches
ATL200110050,temp,74
ATL200110050,winddir,tocf
ATL200110050,windspeed,8
ATL200110050,fieldcond,unknown
ATL200110050,precip,unknown
ATL200110050,sky,cloudy
ATL200110050,timeofgame,184
ATL200110050,attendance,29299
ATL200110050,wp,millk004
ATL200110050,lp,dempr002
ATL200110050,save,
ATL200110050,hometeam_score,20
ATL200110050,awayteam_score,3
ATL200110060,visteam,FLO
ATL200110060,hometeam,ATL
ATL200110060,site,ATL02
ATL200110060,date,10/6/01
ATL200110060,number,0
ATL200110060,starttime,7:06PM
ATL200110060,daynight,night
ATL200110060,usedh,FALSE
ATL200110060,umphome,gormb901
ATL200110060,ump1b,welkt901
ATL200110060,ump2b,hudsm901
ATL200110060,ump3b,cedeg901
ATL200110060,howscored,park
ATL200110060,pitches,pitches
ATL200110060,temp,57
ATL200110060,winddir,ltor
ATL200110060,windspeed,15
ATL200110060,fieldcond,unknown
ATL200110060,precip,unknown
ATL200110060,sky,cloudy
ATL200110060,timeofgame,138
ATL200110060,attendance,31826
ATL200110060,wp,marqj001
ATL200110060,lp,beckj002
ATL200110060,save,
ATL200110060,hometeam_score,7
ATL200110060,awayteam_score,3
CHN200104020,visteam,MON
CHN200104020,hometeam,CHN
CHN200104020,site,CHI11
CHN200104020,date,4/2/01
CHN200104020,number,0
CHN200104020,starttime,1:20PM
CHN200104020,daynight,day
CHN200104020,usedh,FALSE
CHN200104020,umphome,reedr901
CHN200104020,ump1b,clara901
CHN200104020,ump2b,wegnm901
CHN200104020,ump3b,iassd901
CHN200104020,howscored,park
CHN200104020,pitches,pitches
CHN200104020,temp,49
CHN200104020,winddir,rtol
CHN200104020,windspeed,12
CHN200104020,fieldcond,unknown
CHN200104020,precip,unknown
CHN200104020,sky,sunny
CHN200104020,timeofgame,207
CHN200104020,attendance,38466
CHN200104020,wp,lloyg001
CHN200104020,lp,fyhrm001
CHN200104020,save,urbiu001
CHN200104020,hometeam_score,4
CHN200104020,awayteam_score,5
CHN200104040,visteam,MON
CHN200104040,hometeam,CHN
CHN200104040,site,CHI11
CHN200104040,date,4/4/01
CHN200104040,number,0
CHN200104040,starttime,1:21PM
CHN200104040,daynight,day
CHN200104040,usedh,FALSE
CHN200104040,umphome,clara901
CHN200104040,ump1b,wegnm901
CHN200104040,ump2b,iassd901
CHN200104040,ump3b,reedr901
CHN200104040,howscored,park
CHN200104040,pitches,pitches
CHN200104040,temp,49
CHN200104040,winddir,rtol
CHN200104040,windspeed,17
CHN200104040,fieldcond,unknown
CHN200104040,precip,unknown
CHN200104040,sky,sunny
CHN200104040,timeofgame,187
CHN200104040,attendance,23070
CHN200104040,wp,reamb001
CHN200104040,lp,woodk002
CHN200104040,save,urbiu001
CHN200104040,hometeam_score,2
CHN200104040,awayteam_score,3
CHN200104050,visteam,MON
CHN200104050,hometeam,CHN
CHN200104050,site,CHI11
CHN200104050,date,4/5/01
CHN200104050,number,0
CHN200104050,starttime,1:22PM
CHN200104050,daynight,day
CHN200104050,usedh,FALSE
CHN200104050,umphome,wegnm901
CHN200104050,ump1b,iassd901
CHN200104050,ump2b,reedr901
CHN200104050,ump3b,clara901
CHN200104050,howscored,park
CHN200104050,pitches,pitches
CHN200104050,temp,55
CHN200104050,winddir,rtol
CHN200104050,windspeed,17
CHN200104050,fieldcond,unknown
CHN200104050,precip,unknown
CHN200104050,sky,cloudy
CHN200104050,timeofgame,136
CHN200104050,attendance,16758
CHN200104050,wp,tapak001
CHN200104050,lp,armat002
CHN200104050,save,fassj001
CHN200104050,hometeam_score,2
CHN200104050,awayteam_score,0
CHN200104130,visteam,PIT
CHN200104130,hometeam,CHN
CHN200104130,site,CHI11
CHN200104130,date,4/13/01
CHN200104130,number,0
CHN200104130,starttime,2:25PM
CHN200104130,daynight,day
CHN200104130,usedh,FALSE
CHN200104130,umphome,bonig901
CHN200104130,ump1b,mealj901
CHN200104130,ump2b,cuzzp901
CHN200104130,ump3b,froeb901
CHN200104130,howscored,park
CHN200104130,pitches,pitches
CHN200104130,temp,59
CHN200104130,winddir,unknown
CHN200104130,windspeed,15
CHN200104130,fieldcond,unknown
CHN200104130,precip,unknown
CHN200104130,sky,sunny
CHN200104130,timeofgame,147
CHN200104130,attendance,26003
CHN200104130,wp,berej002
CHN200104130,lp,arrob001
CHN200104130,save,fassj001
CHN200104130,hometeam_score,4
CHN200104130,awayteam_score,2
CHN200104140,visteam,PIT
CHN200104140,hometeam,CHN
CHN200104140,site,CHI11
CHN200104140,date,4/14/01
CHN200104140,number,0
CHN200104140,starttime,1:21PM
CHN200104140,daynight,day
CHN200104140,usedh,FALSE
CHN200104140,umphome,mealj901
CHN200104140,ump1b,cuzzp901
CHN200104140,ump2b,froeb901
CHN200104140,ump3b,bonig901
CHN200104140,howscored,park
CHN200104140,pitches,pitches
CHN200104140,temp,62
CHN200104140,winddir,fromlf
CHN200104140,windspeed,14
CHN200104140,fieldcond,unknown
CHN200104140,precip,unknown
CHN200104140,sky,sunny
CHN200104140,timeofgame,182
CHN200104140,attendance,34220
CHN200104140,wp,aybam001
CHN200104140,lp,silvj001
CHN200104140,save,fassj001
CHN200104140,hometeam_score,7
CHN200104140,awayteam_score,4
CHN200104150,visteam,PIT
CHN200104150,hometeam,CHN
CHN200104150,site,CHI11
CHN200104150,date,4/15/01
CHN200104150,number,0
CHN200104150,starttime,1:21PM
CHN200104150,daynight,day
CHN200104150,usedh,FALSE
CHN200104150,umphome,cuzzp901
CHN200104150,ump1b,froeb901
CHN200104150,ump2b,bonig901
CHN200104150,ump3b,mealj901
CHN200104150,howscored,park
CHN200104150,pitches,pitches
CHN200104150,temp,61
CHN200104150,winddir,rtol
CHN200104150,windspeed,15
CHN200104150,fieldcond,unknown
CHN200104150,precip,unknown
CHN200104150,sky,cloudy
CHN200104150,timeofgame,176
CHN200104150,attendance,21061
CHN200104150,wp,duncc001
CHN200104150,lp,saues001
CHN200104150,save,
CHN200104150,hometeam_score,5
CHN200104150,awayteam_score,1
CHN200104170,visteam,PHI
CHN200104170,hometeam,CHN
CHN200104170,site,CHI11
CHN200104170,date,4/17/01
CHN200104170,number,0
CHN200104170,starttime,1:25PM
CHN200104170,daynight,day
CHN200104170,usedh,FALSE
CHN200104170,umphome,schrp901
CHN200104170,ump1b,randt901
CHN200104170,ump2b,monte901
CHN200104170,ump3b,laynj901
CHN200104170,howscored,park
CHN200104170,pitches,pitches
CHN200104170,temp,43
CHN200104170,winddir,fromlf
CHN200104170,windspeed,30
CHN200104170,fieldcond,unknown
CHN200104170,precip,unknown
CHN200104170,sky,sunny
CHN200104170,timeofgame,238
CHN200104170,attendance,18189
CHN200104170,wp,padiv001
CHN200104170,lp,fassj001
CHN200104170,save,mesaj001
CHN200104170,hometeam_score,3
CHN200104170,awayteam_score,6
CHN200104181,visteam,PHI
CHN200104181,hometeam,CHN
CHN200104181,site,CHI11
CHN200104181,date,4/18/01
CHN200104181,number,1
CHN200104181,starttime,12:05PM
CHN200104181,daynight,day
CHN200104181,usedh,FALSE
CHN200104181,umphome,randt901
CHN200104181,ump1b,wolfj901
CHN200104181,ump2b,laynj901
CHN200104181,ump3b,schrp901
CHN200104181,howscored,park
CHN200104181,pitches,pitches
CHN200104181,temp,54
CHN200104181,winddir,torf
CHN200104181,windspeed,7
CHN200104181,fieldcond,unknown
CHN200104181,precip,unknown
CHN200104181,sky,sunny
CHN200104181,timeofgame,159
CHN200104181,attendance,0
CHN200104181,wp,tapak001
CHN200104181,lp,chenb001
CHN200104181,save,fassj001
CHN200104181,hometeam_score,4
CHN200104181,awayteam_score,3
CHN200104182,visteam,PHI
CHN200104182,hometeam,CHN
CHN200104182,site,CHI11
CHN200104182,date,4/18/01
CHN200104182,number,2
CHN200104182,starttime,3:16PM
CHN200104182,daynight,day
CHN200104182,usedh,FALSE
CHN200104182,umphome,monte901
CHN200104182,ump1b,laynj901
CHN200104182,ump2b,schrp901
CHN200104182,ump3b,wolfj901
CHN200104182,howscored,park
CHN200104182,pitches,pitches
CHN200104182,temp,54
CHN200104182,winddir,rtol
CHN200104182,windspeed,7
CHN200104182,fieldcond,unknown
CHN200104182,precip,unknown
CHN200104182,sky,sunny
CHN200104182,timeofgame,174
CHN200104182,attendance,26793
CHN200104182,wp,berej002
CHN200104182,lp,wolfr001
CHN200104182,save,fassj001
CHN200104182,hometeam_score,5
CHN200104182,awayteam_score,0
CHN200105010,visteam,SDN
CHN200105010,hometeam,CHN
CHN200105010,site,CHI11
CHN200105010,date,5/1/01
CHN200105010,number,0
CHN200105010,starttime,7:07PM
CHN200105010,daynight,night
CHN200105010,usedh,FALSE
CHN200105010,umphome,joycj901
CHN200105010,ump1b,craft901
CHN200105010,ump2b,millb901
CHN200105010,ump3b,mckej901
CHN200105010,howscored,park
CHN200105010,pitches,pitches
CHN200105010,temp,77
CHN200105010,winddir,rtol
CHN200105010,windspeed,15
CHN200105010,fieldcond,unknown
CHN200105010,precip,unknown
CHN200105010,sky,sunny
CHN200105010,timeofgame,180
CHN200105010,attendance,28842
CHN200105010,wp,tollb001
CHN200105010,lp,berej002
CHN200105010,save,
CHN200105010,hometeam_score,3
CHN200105010,awayteam_score,10
CHN200105020,visteam,SDN
CHN200105020,hometeam,CHN
CHN200105020,site,CHI11
CHN200105020,date,5/2/01
CHN200105020,number,0
CHN200105020,starttime,7:05PM
CHN200105020,daynight,night
CHN200105020,usedh,FALSE
CHN200105020,umphome,craft901
CHN200105020,ump1b,millb901
CHN200105020,ump2b,mckej901
CHN200105020,ump3b,joycj901
CHN200105020,howscored,park
CHN200105020,pitches,pitches
CHN200105020,temp,81
CHN200105020,winddir,tocf
CHN200105020,windspeed,17
CHN200105020,fieldcond,unknown
CHN200105020,precip,unknown
CHN200105020,sky,overcast
CHN200105020,timeofgame,156
CHN200105020,attendance,27016
CHN200105020,wp,liebj001
CHN200105020,lp,jarvk001
CHN200105020,save,
CHN200105020,hometeam_score,8
CHN200105020,awayteam_score,3
CHN200105030,visteam,SDN
CHN200105030,hometeam,CHN
CHN200105030,site,CHI11
CHN200105030,date,5/3/01
CHN200105030,number,0
CHN200105030,starttime,1:22PM
CHN200105030,daynight,day
CHN200105030,usedh,FALSE
CHN200105030,umphome,millb901
CHN200105030,ump1b,mckej901
CHN200105030,ump2b,joycj901
CHN200105030,ump3b,craft901
CHN200105030,howscored,park
CHN200105030,pitches,pitches
CHN200105030,temp,80
CHN200105030,winddir,rtol
CHN200105030,windspeed,18
CHN200105030,fieldcond,unknown
CHN200105030,precip,unknown
CHN200105030,sky,sunny
CHN200105030,timeofgame,188
CHN200105030,attendance,27307
CHN200105030,wp,joneb003
CHN200105030,lp,woodk002
CHN200105030,save,hofft001
CHN200105030,hometeam_score,2
CHN200105030,awayteam_score,5
CHN200105040,visteam,LAN
CHN200105040,hometeam,CHN
CHN200105040,site,CHI11
CHN200105040,date,5/4/01
CHN200105040,number,0
CHN200105040,starttime,2:21PM
CHN200105040,daynight,day
CHN200105040,usedh,FALSE
CHN200105040,umphome,buckc901
CHN200105040,ump1b,rungb901
CHN200105040,ump2b,iassd901
CHN200105040,ump3b,kellj901
CHN200105040,howscored,park
CHN200105040,pitches,pitches
CHN200105040,temp,55
CHN200105040,winddir,fromlf
CHN200105040,windspeed,14
CHN200105040,fieldcond,unknown
CHN200105040,precip,unknown
CHN200105040,sky,overcast
CHN200105040,timeofgame,164
CHN200105040,attendance,27871
CHN200105040,wp,tapak001
CHN200105040,lp,parkc002
CHN200105040,save,
CHN200105040,hometeam_score,4
CHN200105040,awayteam_score,0
CHN200105050,visteam,LAN
CHN200105050,hometeam,CHN
CHN200105050,site,CHI11
CHN200105050,date,5/5/01
CHN200105050,number,0
CHN200105050,starttime,1:22PM
CHN200105050,daynight,day
CHN200105050,usedh,FALSE
CHN200105050,umphome,rungb901
CHN200105050,ump1b,iassd901
CHN200105050,ump2b,kellj901
CHN200105050,ump3b,buckc901
CHN200105050,howscored,park
CHN200105050,pitches,pitches
CHN200105050,temp,63
CHN200105050,winddir,fromrf
CHN200105050,windspeed,14
CHN200105050,fieldcond,unknown
CHN200105050,precip,unknown
CHN200105050,sky,overcast
CHN200105050,timeofgame,177
CHN200105050,attendance,38468
CHN200105050,wp,tavaj001
CHN200105050,lp,dreid001
CHN200105050,save,
CHN200105050,hometeam_score,20
CHN200105050,awayteam_score,1
CHN200105060,visteam,LAN
CHN200105060,hometeam,CHN
CHN200105060,site,CHI11
CHN200105060,date,5/6/01
CHN200105060,number,0
CHN200105060,starttime,1:22PM
CHN200105060,daynight,day
CHN200105060,usedh,FALSE
CHN200105060,umphome,iassd901
CHN200105060,ump1b,kellj901
CHN200105060,ump2b,buckc901
CHN200105060,ump3b,rungb901
CHN200105060,howscored,park
CHN200105060,pitches,pitches
CHN200105060,temp,64
CHN200105060,winddir,fromrf
CHN200105060,windspeed,8
CHN200105060,fieldcond,unknown
CHN200105060,precip,unknown
CHN200105060,sky,cloudy
CHN200105060,timeofgame,173
CHN200105060,attendance,36050
CHN200105060,wp,gordt001
CHN200105060,lp,hergm001
CHN200105060,save,
CHN200105060,hometeam_score,2
CHN200105060,awayteam_score,2
CHN200105150,visteam,HOU
CHN200105150,hometeam,CHN
CHN200105150,site,CHI11
CHN200105150,date,5/15/01
CHN200105150,number,0
CHN200105150,starttime,7:06PM
CHN200105150,daynight,night
CHN200105150,usedh,FALSE
CHN200105150,umphome,ripps901
CHN200105150,ump1b,wintm901
CHN200105150,ump2b,barrt901
CHN200105150,ump3b,marqa901
CHN200105150,howscored,park
CHN200105150,pitches,pitches
CHN200105150,temp,85
CHN200105150,winddir,torf
CHN200105150,windspeed,10
CHN200105150,fieldcond,unknown
CHN200105150,precip,unknown
CHN200105150,sky,sunny
CHN200105150,timeofgame,235
CHN200105150,attendance,31648
CHN200105150,wp,jackm001
CHN200105150,lp,vanpt001
CHN200105150,save,cruzn001
CHN200105150,hometeam_score,7
CHN200105150,awayteam_score,9
CHN200105160,visteam,HOU
CHN200105160,hometeam,CHN
CHN200105160,site,CHI11
CHN200105160,date,5/16/01
CHN200105160,number,0
CHN200105160,starttime,7:08PM
CHN200105160,daynight,night
CHN200105160,usedh,FALSE
CHN200105160,umphome,wintm901
CHN200105160,ump1b,barrt901
CHN200105160,ump2b,marqa901
CHN200105160,ump3b,ripps901
CHN200105160,howscored,park
CHN200105160,pitches,pitches
CHN200105160,temp,74
CHN200105160,winddir,fromrf
CHN200105160,windspeed,14
CHN200105160,fieldcond,unknown
CHN200105160,precip,unknown
CHN200105160,sky,sunny
CHN200105160,timeofgame,146
CHN200105160,attendance,31206
CHN200105160,wp,reyns001
CHN200105160,lp,tavaj001
CHN200105160,save,
CHN200105160,hometeam_score,2
CHN200105160,awayteam_score,6
CHN200105170,visteam,HOU
CHN200105170,hometeam,CHN
CHN200105170,site,CHI11
CHN200105170,date,5/17/01
CHN200105170,number,0
CHN200105170,starttime,1:23PM
CHN200105170,daynight,day
CHN200105170,usedh,FALSE
CHN200105170,umphome,barrt901
CHN200105170,ump1b,marqa901
CHN200105170,ump2b,ripps901
CHN200105170,ump3b,wintm901
CHN200105170,howscored,park
CHN200105170,pitches,pitches
CHN200105170,temp,70
CHN200105170,winddir,fromcf
CHN200105170,windspeed,5
CHN200105170,fieldcond,unknown
CHN200105170,precip,unknown
CHN200105170,sky,sunny
CHN200105170,timeofgame,183
CHN200105170,attendance,36014
CHN200105170,wp,oswar001
CHN200105170,lp,farnk001
CHN200105170,save,wagnb001
CHN200105170,hometeam_score,2
CHN200105170,awayteam_score,4
CHN200105180,visteam,ARI
CHN200105180,hometeam,CHN
CHN200105180,site,CHI11
CHN200105180,date,5/18/01
CHN200105180,number,0
CHN200105180,starttime,2:22PM
CHN200105180,daynight,day
CHN200105180,usedh,FALSE
CHN200105180,umphome,kulpr901
CHN200105180,ump1b,hirsm901
CHN200105180,ump2b,bellw901
CHN200105180,ump3b,fostm901
CHN200105180,howscored,park
CHN200105180,pitches,pitches
CHN200105180,temp,68
CHN200105180,winddir,fromlf
CHN200105180,windspeed,14
CHN200105180,fieldcond,unknown
CHN200105180,precip,unknown
CHN200105180,sky,sunny
CHN200105180,timeofgame,183
CHN200105180,attendance,37830
CHN200105180,wp,johnr005
CHN200105180,lp,liebj001
CHN200105180,save,
CHN200105180,hometeam_score,0
CHN200105180,awayteam_score,4
CHN200105190,visteam,ARI
CHN200105190,hometeam,CHN
CHN200105190,site,CHI11
CHN200105190,date,5/19/01
CHN200105190,number,0
CHN200105190,starttime,1:22PM
CHN200105190,daynight,day
CHN200105190,usedh,FALSE
CHN200105190,umphome,hirsm901
CHN200105190,ump1b,bellw901
CHN200105190,ump2b,fostm901
CHN200105190,ump3b,kulpr901
CHN200105190,howscored,park
CHN200105190,pitches,pitches
CHN200105190,temp,71
CHN200105190,winddir,fromlf
CHN200105190,windspeed,12
CHN200105190,fieldcond,unknown
CHN200105190,precip,unknown
CHN200105190,sky,sunny
CHN200105190,timeofgame,189
CHN200105190,attendance,40153
CHN200105190,wp,woodk002
CHN200105190,lp,batim001
CHN200105190,save,
CHN200105190,hometeam_score,6
CHN200105190,awayteam_score,2
CHN200105200,visteam,ARI
CHN200105200,hometeam,CHN
CHN200105200,site,CHI11
CHN200105200,date,5/20/01
CHN200105200,number,0
CHN200105200,starttime,1:22PM
CHN200105200,daynight,day
CHN200105200,usedh,FALSE
CHN200105200,umphome,bellw901
CHN200105200,ump1b,fostm901
CHN200105200,ump2b,kulpr901
CHN200105200,ump3b,hirsm901
CHN200105200,howscored,park
CHN200105200,pitches,pitches
CHN200105200,temp,71
CHN200105200,winddir,fromrf
CHN200105200,windspeed,12
CHN200105200,fieldcond,unknown
CHN200105200,precip,unknown
CHN200105200,sky,cloudy
CHN200105200,timeofgame,173
CHN200105200,attendance,39350
CHN200105200,wp,tapak001
CHN200105200,lp,ellir001
CHN200105200,save,fassj001
CHN200105200,hometeam_score,6
CHN200105200,awayteam_score,0
CHN200105220,visteam,CIN
CHN200105220,hometeam,CHN
CHN200105220,site,CHI11
CHN200105220,date,5/22/01
CHN200105220,number,0
CHN200105220,starttime,7:09PM
CHN200105220,daynight,night
CHN200105220,usedh,FALSE
CHN200105220,umphome,diazl901
CHN200105220,ump1b,reedr901
CHN200105220,ump2b,clara901
CHN200105220,ump3b,wegnm901
CHN200105220,howscored,park
CHN200105220,pitches,pitches
CHN200105220,temp,57
CHN200105220,winddir,tocf
CHN200105220,windspeed,18
CHN200105220,fieldcond,unknown
CHN200105220,precip,unknown
CHN200105220,sky,sunny
CHN200105220,timeofgame,180
CHN200105220,attendance,37385
CHN200105220,wp,duncc001
CHN200105220,lp,browj003
CHN200105220,save,gordt001
CHN200105220,hometeam_score,5
CHN200105220,awayteam_score,3
CHN200105230,visteam,CIN
CHN200105230,hometeam,CHN
CHN200105230,site,CHI11
CHN200105230,date,5/23/01
CHN200105230,number,0
CHN200105230,starttime,2:35PM
CHN200105230,daynight,day
CHN200105230,usedh,FALSE
CHN200105230,umphome,reedr901
CHN200105230,ump1b,clara901
CHN200105230,ump2b,wegnm901
CHN200105230,ump3b,diazl901
