last_name, first_name,player_id,year,exit_velocity_avg,barrel_batted_rate,z_swing_percent,oz_swing_percent,
Gardner, Brett,458731,2018,88.1,3,52.9,20.9,
Gordon, Alex,460086,2018,88.5,6.8,65.6,28.2,
Kemp, Matt,461314,2018,89.8,11,72.9,31.4,
Santana, Carlos,467793,2018,88.9,6.9,64,20.9,
Gonzalez, Carlos,471865,2018,89.7,6.2,72.8,32.2,
Alonso, Yonder,475174,2018,87.8,9.8,73,30.5,
Smoak, Justin,475253,2018,89.5,10.8,61.5,22.5,
Lowrie, Jed,476704,2018,89.2,5.3,70.5,21.4,
Brantley Jr., Michael,488726,2018,90.2,3.5,65.3,23.7,
Gurriel, Yuli,493329,2018,89.3,1.9,68.6,34.6,
Solarte, Yangervis,500208,2018,87.1,5,76.3,37.7,
Rojas, Miguel,500743,2018,84.7,0.9,65.5,32.2,
Escobar, Eduardo,500871,2018,86.7,8.3,72.4,35.3,
Martinez, Jose,500874,2018,91,9.4,63.6,26,
Davis, Khris,501981,2018,92.5,17.2,76,23,
Pham, Tommy,502054,2018,93,10.1,59.8,19,
Martinez, J.D.,502110,2018,93,16.3,74.6,29.3,
Goldschmidt, Paul,502671,2018,90.8,13.6,62,26,
Gonzalez, Marwin,503556,2018,89.1,7,61.4,29.8,
Altuve, Jose,514888,2018,87.2,6.1,67.9,30.2,
Hernandez, Cesar,514917,2018,86,4.4,58.6,17.9,
Segura, Jean,516416,2018,87.8,3.6,66.5,31.9,
Castro, Starlin,516770,2018,88.6,6.9,65,27.4,
Marte, Starling,516782,2018,88.5,7.5,75.7,34.2,
Dietrich, Derek,518618,2018,87.6,6.1,70.6,31.8,
Freeman, Freddie,518692,2018,89.1,9.3,82.9,31,
Grandal, Yasmani,518735,2018,89,11.6,57.8,19.8,
LeMahieu, DJ,518934,2018,91.4,5.2,59.5,23.2,
Moustakas, Mike,519058,2018,89.5,8.8,72.5,34.2,
Rizzo, Anthony,519203,2018,90.1,6.7,68,29.5,
Stanton, Giancarlo,519317,2018,93.7,15.4,66.4,28.6,
Galvis, Freddy,520471,2018,88.7,4.1,67.9,35,
Perez, Salvador,521692,2018,91.4,10.8,73,44.2,
Inciarte, Ender,542255,2018,84.9,1.5,70,31,
Ozuna, Marcell,542303,2018,91.5,9.7,72.3,27.8,
Villar, Jonathan,542340,2018,88.5,5.1,72.2,27.7,
Aguilar, Jesus,542583,2018,89.7,11.4,59.6,33.9,
Crawford, Brandon,543063,2018,87.5,3.6,75.8,29.6,
Cron, C.J.,543068,2018,88,12.2,69.7,34.8,
Hicks, Aaron,543305,2018,89.7,8.8,65.1,18.3,
Hosmer, Eric,543333,2018,88.7,5.9,70.8,29.2,
Kipnis, Jason,543401,2018,86.9,6.6,61.4,25.8,
Rendon, Anthony,543685,2018,90.7,10.3,69.5,23.8,
Semien, Marcus,543760,2018,86.8,4.5,64.4,23.6,
Shaw, Travis,543768,2018,88.9,10.3,67.1,25.2,
Springer III, George,543807,2018,88.7,8.9,67,21.7,
Strange-Gordon, Dee,543829,2018,83.6,0.2,69.1,39.6,
Gregorius, Didi,544369,2018,87,4.7,74.6,33.2,
Trout, Mike,545361,2018,91.2,16.8,57.8,18,
Herrera, Odubel,546318,2018,87.1,4.9,69.2,38.3,
Harper, Bryce,547180,2018,91,11.5,74.6,25.2,
Abreu, Jose,547989,2018,91.3,9.1,64.9,34.9,
Suarez, Eugenio,553993,2018,91.2,9.7,68.2,21.8,
Polanco, Gregory,570256,2018,88.9,9.4,69.9,24.5,
Sanchez, Yolmer,570560,2018,86.7,3,64.7,31.3,
Arenado, Nolan,571448,2018,89.8,7.2,72.5,30.2,
Barnhart, Tucker,571466,2018,87.1,3.5,69.2,24.6,
Gennett, Scooter,571697,2018,87.4,6,73.9,36.3,
Hamilton, Billy,571740,2018,80.5,0.5,68.4,26.8,
Haniger, Mitch,571745,2018,90.2,10.3,61.2,22.5,
Piscotty, Stephen,572039,2018,88.5,9.6,72.6,34.2,
Seager, Kyle,572122,2018,89.8,5.6,68.1,27.4,
Carpenter, Matt,572761,2018,90.7,13.7,57.9,18.6,
Dickerson, Corey,572816,2018,88,6.1,79,41.8,
Dozier, Brian,572821,2018,86.8,6.3,57.5,23.4,
Contreras, Willson,575929,2018,88.2,7.3,69.2,31.2,
Castellanos, Nick,592206,2018,89.6,11.2,77,35.5,
Healy, Ryon,592387,2018,89.6,7.1,62.8,33.7,
Machado, Manny,592518,2018,91.6,11.3,72.5,28.6,
Realmuto, J.T.,592663,2018,89.1,9,66.8,26,
Rosario, Eddie,592696,2018,87.7,8.3,77.8,41.7,
Simmons, Andrelton,592743,2018,88.2,4.1,67,23.7,
Yelich, Christian,592885,2018,92.6,12.9,65.1,25.1,
Merrifield, Whit,593160,2018,87.1,4.8,67.5,29.2,
Bogaerts, Xander,593428,2018,90.6,9.8,60.6,26.6,
Calhoun, Kole,594777,2018,90.7,9.3,73.4,27,
Profar, Jurickson,595777,2018,87.4,5,68.3,30.1,
Baez, Javier,595879,2018,90.6,12.6,77.3,43.4,
Lindor, Francisco,596019,2018,90.6,9.5,67.8,29.8,
Odor, Rougned,596059,2018,90.7,7.1,65.3,33.2,
Story, Trevor,596115,2018,91,12.7,73.1,28.5,
Kepler, Max,596146,2018,89.5,6.6,65.1,20.9,
Bradley Jr., Jackie,598265,2018,92.2,10.3,70.1,23.3,
Candelario, Jeimer,600869,2018,87.1,6,61.3,25.6,
Ahmed, Nick,605113,2018,86.9,5.1,71.6,30,
Anderson, Brian,605119,2018,90.2,5.8,68.2,23.4,
Bell, Josh,605137,2018,90.2,7,68.5,23.1,
Betts, Mookie,605141,2018,92.2,14.1,56.6,16.1,
Smith, Mallex,605480,2018,85.8,1.5,72.8,26,
Hernandez, Teoscar,606192,2018,91.8,15.5,72.1,28.2,
Peraza, Jose,606299,2018,85.8,2.5,67,33.3,
Marte, Ketel,606466,2018,88.9,5.2,69.1,23.9,
Nimmo, Brandon,607043,2018,90,6.8,62.2,16.1,
Turner, Trea,607208,2018,89.1,5.8,64.8,23.1,
Pillar, Kevin,607680,2018,87.3,5.7,67.1,41.7,
Ramirez, Jose,608070,2018,89,8.3,60.7,19.8,
Bregman, Alex,608324,2018,89.4,7.6,57.7,18.2,
Gallo, Joey,608336,2018,94.4,22.9,73,29.4,
Mazara, Nomar,608577,2018,90.5,8.5,62.8,32.2,
Andujar, Miguel,609280,2018,89.2,6.3,72.1,36,
Swanson, Dansby,621020,2018,88,4.1,69.9,31.1,
Taylor, Chris,621035,2018,88.9,8.3,69.7,23.6,
Wendle, Joey,621563,2018,88.8,2.7,61.3,34,
Olson, Matt,621566,2018,93.3,12.6,69.2,21,
Duffy, Matt,622110,2018,86.8,1.2,67.7,25,
Margot, Manuel,622534,2018,89.4,3.3,65.5,24.9,
Camargo, Johan,622666,2018,88.1,5,70.1,32.1,
Conforto, Michael,624424,2018,88,9.5,64.5,24,
Anderson, Tim,641313,2018,85.9,4.7,73.2,35.9,
Bellinger, Cody,641355,2018,89.8,8.6,66.1,24.4,
Mancini III, Trey,641820,2018,89.9,11.8,67.9,31.6,
Rosario, Amed,642708,2018,87.7,3.9,69.7,37.9,
Benintendi, Andrew,643217,2018,88.6,6.4,70,24.3,
Albies, Ozzie,645277,2018,86.9,4.7,82.9,32.6,
Chapman, Matt,656305,2018,93.1,8.9,61.8,21.1,
Hoskins, Rhys,656555,2018,89,11.4,60.1,19.5,
Schwarber, Kyle,656941,2018,90.7,12.7,64.7,21.9,
Moncada, Yoan,660162,2018,91,9.6,62.7,20.4,
Beltran, Carlos,136860,2017,87.3,4.6,66.5,32.4,
Pujols, Albert,405395,2017,88.7,5.4,64.2,32,
Mauer, Joe,408045,2017,90.6,4.5,53.6,19.1,
Cabrera, Miguel,408234,2017,91.1,10.5,72.9,30.3,
Phillips, Brandon,408252,2017,84.6,2.4,75.7,39.2,
Reyes, Jose,408314,2017,84.3,2.6,62.8,29.5,
Choo, Shin-Soo,425783,2017,88.7,8.6,63.6,20.6,
Molina, Yadier,425877,2017,87.9,5.9,70.9,33.2,
Cano, Robinson,429664,2017,90.3,6.3,74.1,30.8,
Encarnacion, Edwin,429665,2017,89.2,10.3,67.8,20.9,
Bautista, Jose,430832,2017,88.4,6.4,62.8,22.7,
Jones, Adam,430945,2017,86.9,6.4,79.8,41.5,
Granderson, Curtis,434158,2017,87.7,10.9,58.5,19.7,
Ramirez, Hanley,434670,2017,88.5,9.5,71.4,28,
Morales, Kendrys,434778,2017,91.1,10,71.4,32.3,
Kinsler, Ian,435079,2017,86.3,4.9,64.1,25,
Cruz Jr., Nelson,443558,2017,93.2,14.2,70.2,27.9,
Trumbo, Mark,444432,2017,89.8,7.1,71.6,31.3,
Peralta, David,444482,2017,88,4.1,70.5,28.8,
Escobar, Alcides,444876,2017,84,2.2,73.1,35.4,
Longoria, Evan,446334,2017,86.7,5.2,68.7,32.2,
Cozart, Zack,446359,2017,85.8,4.4,60.8,21.7,
Reynolds, Mark,448602,2017,87.2,8.3,67.2,22.7,
Davis, Chris,448801,2017,90,12.5,59.1,27.3,
Headley, Chase,452104,2017,87.3,4.6,66.5,24.1,
Pence, Hunter,452254,2017,89,5.8,64.9,28.2,
Span, Denard,452655,2017,85.3,3.3,64.6,23.4,
Cabrera, Asdrubal,452678,2017,87.2,4.7,70.3,25.3,
Blackmon, Charlie,453568,2017,87.3,8.7,64,27.3,
Frazier, Todd,453943,2017,87.5,9.3,60.1,22.3,
Markakis, Nick,455976,2017,88.3,3.3,59.1,23.2,
Cain, Lorenzo,456715,2017,89.1,3.5,71.8,26.3,
McCutchen, Andrew,457705,2017,88.4,7.7,68.3,20.5,
Upton, Justin,457708,2017,88.8,13.2,64.7,24.1,
Turner, Justin,457759,2017,89.4,8.6,67.5,21.7,
Posey III, Buster,457763,2017,88.7,3.5,66.1,23.4,
Bruce, Jay,457803,2017,88.4,10.5,72.8,29.5,
Votto, Joey,458015,2017,87.5,9.1,70.3,13.2,
Gardner, Brett,458731,2017,86.4,3.8,52.6,21.9,
Joyce, Matt,459964,2017,88.1,8.8,66.7,18.8,
Gordon, Alex,460086,2017,86.3,4.5,69.7,25.2,
Andrus, Elvis,462101,2017,86.5,4.2,63.1,31.8,
Cabrera, Melky,466320,2017,88.3,3.8,63.6,31,
Santana, Carlos,467793,2017,88.6,7.5,61,19.7,
Gonzalez, Carlos,471865,2017,87.5,5.9,71.4,32,
Mercer, Jordy,474568,2017,85.8,3.1,61.1,23.8,
Alonso, Yonder,475174,2017,89.1,9.6,72.5,25.8,
Smoak, Justin,475253,2017,89.6,13.6,65.6,23.9,
Zimmerman, Ryan,475582,2017,91.4,12.2,61.7,29.2,
Lowrie, Jed,476704,2017,88.9,6,74.6,22.1,
Morrison, Logan,489149,2017,88.6,12.8,69.4,25,
Gurriel, Yuli,493329,2017,90.1,3.4,69.1,30.5,
Solarte, Yangervis,500208,2017,85.4,3.9,71.9,33.5,
Freese, David,501896,2017,88.9,6.4,61.6,24.2,
Davis, Khris,501981,2017,92.3,17.7,74.8,21.9,
Pham, Tommy,502054,2017,89.6,9.3,59.6,16.2,
Reddick, Josh,502210,2017,87.7,3.8,64.5,27.6,
Murphy, Daniel,502517,2017,89.6,4.8,66.7,30.4,
Goldschmidt, Paul,502671,2017,91.5,13.3,62.1,23,
Gonzalez, Marwin,503556,2017,88.7,6.6,61.6,26.6,
Altuve, Jose,514888,2017,86.1,6.7,67.6,32,
Hernandez, Cesar,514917,2017,85.8,2.9,61.4,20.4,
Segura, Jean,516416,2017,87.6,3.2,66.6,31.8,
Freeman, Freddie,518692,2017,89.7,13.3,82.2,28.9,
LeMahieu, DJ,518934,2017,89.3,1.9,59,22.2,
Moreland, Mitch,519048,2017,89.3,12,69.2,27.3,
Moustakas, Mike,519058,2017,87.4,8.6,75.7,39,
Rizzo, Anthony,519203,2017,88.4,9.3,67,27.9,
Souza Jr., Steven,519306,2017,88.8,11.5,69.5,21.4,
Stanton, Giancarlo,519317,2017,91.9,17.4,66.4,24.4,
Thames, Eric,519346,2017,88.2,11.1,66.7,23.8,
Galvis, Freddy,520471,2017,86.3,2.4,67.3,32,
Garcia, Avisail,541645,2017,90.3,8.8,83.5,37.7,
Inciarte, Ender,542255,2017,82.8,0.5,71.2,35.7,
Ozuna, Marcell,542303,2017,90.8,9.3,72.9,29.9,
Beckham, Tim,542921,2017,88.4,9.5,71.1,30.4,
Crawford, Brandon,543063,2017,87.5,5.8,76,28.8,
Harrison, Josh,543281,2017,84.9,2.7,72.9,33.1,
Hosmer, Eric,543333,2017,89.8,7,69.8,26.8,
Rendon, Anthony,543685,2017,89.8,6.5,61.8,18.6,
Shaw, Travis,543768,2017,88.6,7.4,66.7,27.6,
Springer III, George,543807,2017,89.2,9.3,68,22.1,
Strange-Gordon, Dee,543829,2017,81.6,0.2,69.7,36,
Gregorius, Didi,544369,2017,84.4,3.6,81.8,37.7,
Trout, Mike,545361,2017,88.8,13.3,58.9,18.8,
Herrera, Odubel,546318,2017,87.2,6.2,71.2,38.1,
Abreu, Jose,547989,2017,90.6,9.5,67.3,30.5,
Suarez, Eugenio,553993,2017,86.3,6.9,64.3,21.6,
Santana, Domingo,570267,2017,89.2,9.4,70.4,24.2,
Sanchez, Yolmer,570560,2017,84.9,3.6,67.4,33.2,
Schoop, Jonathan,570731,2017,87.9,7,75.2,33,
Arenado, Nolan,571448,2017,88.8,8.5,71.1,28.1,
Hamilton, Billy,571740,2017,80.5,0.4,65.1,26.8,
Joseph, Tommy,571830,2017,89.2,7.3,67.7,34.3,
Lamb, Jake,571875,2017,88.3,9.3,60.5,20.5,
Myers, Wil,571976,2017,89.5,9.1,65.1,25.2,
Seager, Kyle,572122,2017,88.3,8.6,62.4,23.5,
Carpenter, Matt,572761,2017,89.7,8.2,55.7,14.2,
Dickerson, Corey,572816,2017,87.2,7.5,78.6,42.7,
Dozier, Brian,572821,2017,87.9,8.4,59.5,25.8,
Bryant, Kris,592178,2017,87,9.6,71,24.3,
Castellanos, Nick,592206,2017,89,10.5,73.1,31.8,
Gamel, Ben,592325,2017,86.3,4.1,62.3,26.5,
Healy, Ryon,592387,2017,88.2,7.1,62.1,33.8,
Judge, Aaron,592450,2017,94.9,25.7,66.2,22.5,
Machado, Manny,592518,2017,91.3,10.5,71.9,29.6,
Realmuto, J.T.,592663,2017,88.2,6.3,66.9,28.5,
Rosario, Eddie,592696,2017,87.2,7.4,76,36.7,
Simmons, Andrelton,592743,2017,86.2,2.6,66.5,26.8,
Yelich, Christian,592885,2017,90.6,7,64,23,
Merrifield, Whit,593160,2017,87.6,5.1,68.5,32.2,
Bogaerts, Xander,593428,2017,87.3,1.3,55,29.1,
Polanco, Jorge,593871,2017,85,2.6,62.3,24.3,
Calhoun, Kole,594777,2017,88.3,5.7,70.8,29,
Duvall, Adam,594807,2017,87.3,8.9,66.2,31.4,
Schebler, Scott,594988,2017,89.1,10.2,76.3,32.7,
Baez, Javier,595879,2017,87.9,8.4,73.2,42.9,
Lindor, Francisco,596019,2017,89,7.1,67.9,28.8,
Odor, Rougned,596059,2017,89.1,6,71.7,37.2,
Story, Trevor,596115,2017,89.4,10.5,68.9,26.8,
Sanchez, Gary,596142,2017,90.8,11.5,66.1,32.4,
Kepler, Max,596146,2017,88.7,4,61.1,26.8,
Franco, Maikel,596748,2017,88.9,5.8,74.8,28.3,
Bradley Jr., Jackie,598265,2017,88.3,7.8,67.2,25.7,
Bell, Josh,605137,2017,87.6,6.4,66.9,24,
Betts, Mookie,605141,2017,88.4,4.5,53.4,19.2,
Panik, Joe,605412,2017,85,2.6,64,23.2,
Arcia, Orlando,606115,2017,85.7,3.9,74.8,34.7,
Peraza, Jose,606299,2017,82.8,1.7,68.4,34.3,
Pillar, Kevin,607680,2017,86,3.4,67.8,36.8,
Ramirez, Jose,608070,2017,88.2,5,65.8,23.1,
Bregman, Alex,608324,2017,87.6,4.7,65.9,24.1,
Gallo, Joey,608336,2017,93.3,22.1,72.7,28.2,
Seager, Corey,608369,2017,89.7,8.5,78.4,25.6,
Mazara, Nomar,608577,2017,89,6.5,65.4,30.8,
Swanson, Dansby,621020,2017,86.9,3,66.4,24.6,
Taylor, Chris,621035,2017,87.1,8,68.5,22.2,
Buxton, Byron,621439,2017,88.1,5.6,66.7,31.9,
Margot, Manuel,622534,2017,85.3,2.6,63.2,27,
Puig, Yasiel,624577,2017,88.5,9.4,69.9,26.2,
Anderson, Tim,641313,2017,85.6,5.1,70.4,40.2,
Bellinger, Cody,641355,2017,90.8,12.2,68.1,23.5,
Mancini III, Trey,641820,2017,88.6,10,73.3,31.4,
Benintendi, Andrew,643217,2017,87.5,5.5,65.3,25.2,
Cabrera, Miguel,408234,2021,91.4,8.3,69.1,30.3,
Cruz Jr., Nelson,443558,2021,92.9,13.6,73.8,31,
Peralta, David,444482,2021,89.3,5,66.6,27,
Blackmon, Charlie,453568,2021,87.6,7,67.8,26.2,
McCutchen, Andrew,457705,2021,88.8,9,63.7,19.1,
Turner, Justin,457759,2021,90.9,7.9,66.9,22.6,
Votto, Joey,458015,2021,92.9,17.2,68.1,21.7,
Andrus, Elvis,462101,2021,87.8,2.1,66,31.7,
Santana, Carlos,467793,2021,89.9,6.8,66.9,22.5,
Lowrie, Jed,476704,2021,90.7,9.3,70.9,20.6,
Brantley Jr., Michael,488726,2021,89.5,5.8,65.9,24.1,
Gurriel, Yuli,493329,2021,89.8,3.4,62.2,26.1,
Rojas, Miguel,500743,2021,86.2,2.8,66.4,26.3,
Escobar, Eduardo,500871,2021,87,8.9,72.2,28.8,
Pham, Tommy,502054,2021,90.8,10,59.9,16.1,
Martinez, J.D.,502110,2021,92.1,12.5,76.5,33.7,
Goldschmidt, Paul,502671,2021,92.6,13.6,64.4,25.2,
Altuve, Jose,514888,2021,87.7,6.4,66.7,30.5,
Hernandez, Cesar,514917,2021,87.4,6.8,68.3,26.1,
Segura, Jean,516416,2021,87.2,5.9,66.6,30.2,
Marte, Starling,516782,2021,87.6,8.4,71,30.1,
Donaldson, Josh,518626,2021,94.1,17.4,70.2,22.6,
Freeman, Freddie,518692,2021,91.4,11.5,77.5,25.6,
LeMahieu, DJ,518934,2021,90.6,3.7,61.8,20.5,
Rizzo, Anthony,519203,2021,90.1,7.7,64.5,29.3,
Stanton, Giancarlo,519317,2021,95.1,15.7,63.5,28,
Perez, Salvador,521692,2021,93,16.3,78.6,44.6,
Garcia, Avisail,541645,2021,90.4,12.2,81.8,37.2,
Villar, Jonathan,542340,2021,88,7.4,74.7,27.9,
Aguilar, Jesus,542583,2021,89.6,8.5,63.8,27.3,
Crawford, Brandon,543063,2021,88.8,11.5,77.6,27.9,
Cron, C.J.,543068,2021,88.8,11.5,66.2,30.9,
Grossman, Robbie,543257,2021,87.8,7.6,63.4,15.6,
Harrison, Josh,543281,2021,87.2,4.4,75.1,35.5,
Hosmer, Eric,543333,2021,90.5,5.8,67,31.8,
Semien, Marcus,543760,2021,89.7,9.8,69.7,21.2,
Grichuk, Randal,545341,2021,89.8,8.5,73.7,32.4,
Harper, Bryce,547180,2021,92.5,18.1,75.4,24.7,
Abreu, Jose,547989,2021,92,10.2,66.7,32.1,
Suarez, Eugenio,553993,2021,89.1,15,64.3,23.2,
Schoop, Jonathan,570731,2021,88.1,6.8,71,35.2,
Arenado, Nolan,571448,2021,89,6.7,67.3,29,
Farmer, Kyle,571657,2021,87.2,4.3,65.2,35.6,
Haniger, Mitch,571745,2021,89.3,12.6,65,29.2,
Hernandez, Enrique,571771,2021,90.8,8.4,66.7,24.9,
Muncy, Max,571970,2021,91.2,16.1,60.3,15.7,
Seager, Kyle,572122,2021,89,12.3,72.3,29.2,
Taylor, Michael A.,572191,2021,89.4,6.6,75.4,30.4,
Yastrzemski, Mike,573262,2021,89.5,10.3,67.9,23,
Iglesias, Jose,578428,2021,85.4,3.4,68.5,43.2,
Bryant, Kris,592178,2021,88.2,10.3,73.7,26.6,
Canha, Mark,592192,2021,87.3,7.1,61.5,20.7,
Castellanos, Nick,592206,2021,89.8,10.6,78.8,36.3,
Judge, Aaron,592450,2021,95.8,17.6,66.1,23.6,
Machado, Manny,592518,2021,93.1,13.3,70.2,28.9,
Realmuto, J.T.,592663,2021,89.6,8.6,70,30.4,
Renfroe, Hunter,592669,2021,90.1,14.4,66.7,31.7,
Merrifield, Whit,593160,2021,86.9,3.5,71.3,29,
Bogaerts, Xander,593428,2021,89.6,9.7,62.4,31,
Polanco, Jorge,593871,2021,89.4,10.1,70.5,29.7,
Sano, Miguel,593934,2021,93.4,17.7,66.1,26.6,
Duvall, Adam,594807,2021,89.8,16.1,67.1,33.8,
Baez, Javier,595879,2021,90.1,13.4,75.9,44.5,
Lindor, Francisco,596019,2021,90.7,8.2,70.9,26,
Story, Trevor,596115,2021,90.6,9.9,73.7,30.3,
Candelario, Jeimer,600869,2021,88.7,9,68.6,29.1,
Bell, Josh,605137,2021,92.5,8.8,74,23.8,
Betts, Mookie,605141,2021,90.3,7.8,63.9,18.2,
Tapia, Raimel,606132,2021,85.7,2.1,69,33,
Hernandez, Teoscar,606192,2021,91.8,13.9,75.8,30.6,
Turner, Trea,607208,2021,89.6,7.4,72.3,26.5,
Ramirez, Jose,608070,2021,90,11.1,64.4,24.1,
Gallo, Joey,608336,2021,91.5,18.5,64.4,18.9,
Swanson, Dansby,621020,2021,89.3,11.4,72.5,24,
Newman, Kevin,621028,2021,85.3,1.6,63.3,26.5,
Taylor, Chris,621035,2021,88.2,10.2,69.4,20.6,
Correa, Carlos,621043,2021,90.2,9.4,62,24.1,
Olson, Matt,621566,2021,91.6,12.7,72.2,23.7,
Alonso, Pete,624413,2021,91,14.8,71,30.8,
Frazier, Adam,624428,2021,85.4,1,67.9,26.1,
Soler, Jorge,624585,2021,91.2,12.7,70,23,
Cronenworth, Jake,630105,2021,88.6,7.2,62.5,23.5,
Meadows, Austin,640457,2021,89.3,8.7,71,25.1,
Anderson, Tim,641313,2021,89.6,7.8,79.2,36.6,
Crawford, J.P.,641487,2021,86.3,2.4,64,21.7,
Dozier, Hunter,641531,2021,89.9,8.8,70.3,29.8,
Mancini III, Trey,641820,2021,88.9,10.4,65.6,30.8,
McMahon, Ryan,641857,2021,90.5,7.3,73.1,24.5,
O'Neill, Tyler,641933,2021,93,17.9,73.9,27.5,
Rosario, Amed,642708,2021,88.8,2.8,64,34.7,
Adames, Willy,642715,2021,89.5,11.4,72.2,27.5,
Benintendi, Andrew,643217,2021,89.6,8.9,73.9,30.2,
Kiner-Falefa, Isiah,643396,2021,85.5,1.8,62.6,30.7,
Albies, Ozzie,645277,2021,89.6,9.3,82.2,34.2,
Devers, Rafael,646240,2021,92.9,15,77.7,32.3,
Urias, Luis,649966,2021,87.9,9.3,67.8,25.2,
Torres, Gleyber,650402,2021,87.1,7.8,70.7,22.6,
Diaz, Yandy,650490,2021,89.9,7,66.8,18.9,
Chapman, Matt,656305,2021,89.7,13.7,66.4,22.9,
Mullins II, Cedric,656775,2021,89.4,8.1,64.7,27.8,
Smith, Pavin,656976,2021,87.2,5.1,59.5,23.8,
Verdugo, Alex,657077,2021,90,7.3,62.2,26.5,
Moncada, Yoan,660162,2021,90.1,8.2,63.6,23.6,
Ohtani, Shohei,660271,2021,93.6,22.3,69.9,27.2,
Riley, Austin,663586,2021,90.1,13.3,72.2,31,
Mountcastle, Ryan,663624,2021,89.1,11.8,76.1,38.1,
Tucker, Kyle,663656,2021,91.4,11.6,80.9,26.3,
India, Jonathan,663697,2021,87.6,9.6,56.9,21.8,
Grisham, Trent,663757,2021,88.8,5.2,63.5,16.9,
Lowe, Nathaniel,663993,2021,90.8,9.5,66.2,22.9,
Happ, Ian,664023,2021,89.5,10.9,65.6,23.1,
France, Ty,664034,2021,88.5,6.8,72.1,30,
Lowe, Brandon,664040,2021,89.3,14,78.5,29.7,
Fletcher, David,664058,2021,82.3,0,61.2,29.2,
Straw, Myles,664702,2021,87.1,1.3,59.7,19,
Walsh, Jared,665120,2021,89.6,11.3,68.5,31.6,
Tatis Jr., Fernando,665487,2021,93.9,21.3,79.9,29,
Guerrero Jr., Vladimir,665489,2021,95.1,15.1,73.7,24.5,
Soto, Juan,665742,2021,93,13.3,60,12.2,
Chisholm Jr., Jazz,665862,2021,90.2,9,64.9,30.8,
Bichette, Bo,666182,2021,91.4,9.9,79.6,38.1,
Carlson, Dylan,666185,2021,88.2,7,67.2,23.9,
Garcia, Adolis,666969,2021,91,11.5,74.5,35.8,
Gurriel Jr., Lourdes,666971,2021,89.7,9.6,68.3,34.3,
Arozarena, Randy,668227,2021,89.9,8.2,66.5,24.7,
Reynolds, Bryan,668804,2021,89.4,10.4,75.4,24.7,
Rojas, Josh,668942,2021,88.2,4.8,62.9,21.1,
Edman, Tommy,669242,2021,87.5,4.2,65.6,28.2,
Solak, Nick,669256,2021,86.9,6.5,64.3,29.8,
Hays, Austin,669720,2021,88.8,9.1,64.4,29.4,
Lopez, Nicky,670032,2021,86.8,0.7,64.9,24.5,
Alvarez, Yordan,670541,2021,93.2,15.9,62,26.2,
Pujols, Albert,405395,2019,88.3,5.8,59.7,30.7,
Cabrera, Miguel,408234,2019,90.4,6.7,68,33.7,
Choo, Shin-Soo,425783,2019,91.9,8.8,64.8,20.3,
Jones, Adam,430945,2019,86.1,6.7,72.4,39.2,
Cruz Jr., Nelson,443558,2019,93.7,19.9,69.8,27.3,
Longoria, Evan,446334,2019,89.7,7.5,64.6,30.1,
Fowler, Dexter,451594,2019,85.5,7.4,66.7,23.4,
Cabrera, Asdrubal,452678,2019,89.1,5.7,66.4,25.2,
Blackmon, Charlie,453568,2019,88.7,8.3,70.4,30.5,
Cain, Lorenzo,456715,2019,89.5,4.1,65.3,25.2,
Turner, Justin,457759,2019,90.3,7.8,66.6,24.5,
Votto, Joey,458015,2019,88.9,6.9,65.5,18.5,
Gardner, Brett,458731,2019,87.7,3.9,55.5,22.5,
Braun, Ryan,460075,2019,91.5,9.5,72.1,34.6,
Gordon, Alex,460086,2019,88.7,5.4,70.9,26.7,
Andrus, Elvis,462101,2019,88.4,3.5,61.1,32.6,
Ramos, Wilson,467092,2019,90,4.7,74.9,34.1,
Santana, Carlos,467793,2019,91.8,9.6,63.7,17.9,
Belt, Brandon,474832,2019,87.3,8.7,75,22.7,
Brantley Jr., Michael,488726,2019,88.8,5.5,61,26,
Gurriel, Yuli,493329,2019,89.3,3.6,66.7,34.3,
Rojas, Miguel,500743,2019,87.4,2.6,64.4,29.8,
Escobar, Eduardo,500871,2019,87.8,7,71.4,37.8,
Davis, Khris,501981,2019,90.2,9.8,79.6,27.3,
Pham, Tommy,502054,2019,90.9,7.9,61.6,16.4,
Martinez, J.D.,502110,2019,91.3,11.5,72.4,29.6,
Reddick, Josh,502210,2019,86.1,3.4,74.2,30,
Goldschmidt, Paul,502671,2019,90.1,11.3,66.6,28.4,
Altuve, Jose,514888,2019,87.4,8.1,67.9,30.6,
Hernandez, Cesar,514917,2019,86.1,2.7,64.5,27.9,
Segura, Jean,516416,2019,88.2,3.2,60.6,35.8,
Castro, Starlin,516770,2019,88.5,6.2,67.4,31.5,
Marte, Starling,516782,2019,88.6,8,76.9,33.5,
Donaldson, Josh,518626,2019,92.9,15.7,68.9,23.1,
Freeman, Freddie,518692,2019,89.7,12.3,80.6,29.3,
Grandal, Yasmani,518735,2019,90.7,11.3,58.8,21.4,
Heyward, Jason,518792,2019,88.8,5.7,66.3,27.6,
LeMahieu, DJ,518934,2019,91.9,7.5,64.3,27.1,
Moustakas, Mike,519058,2019,89.5,10.3,72,31.5,
Rizzo, Anthony,519203,2019,89,6.8,63.6,32,
Galvis, Freddy,520471,2019,88.8,5.8,72.6,38.1,
Garcia, Avisail,541645,2019,89.5,11.7,81.3,36,
